t,sameInputNorm,sameInputBound,oldHistoryNorm,oldHistoryBound
12.7875,2.89536882796847,2.89536882796848,0.0985954351722817,0.0985954351722796
12.8,2.89319811546643,2.89319811546644,0.0985215163189374,0.0985215163189353
12.8125,2.89102903038841,2.89102903038842,0.0984476528839485,0.0984476528839466
12.825,2.8888615715143,2.88886157151431,0.0983738448257672,0.0983738448257652
12.8375,2.88669573762489,2.8866957376249,0.0983000921028759,0.0983000921028741
12.85,2.88453152750192,2.88453152750193,0.0982263946737892,0.0982263946737875
12.8625,2.882368939928,2.88236893992801,0.0981527524970522,0.0981527524970504
12.875,2.88020797368669,2.8802079736867,0.098079165531241,0.0980791655312391
12.8875,2.87804862756244,2.87804862756245,0.0980056337349631,0.0980056337349611
12.9,2.87589090034062,2.87589090034063,0.0979321570668567,0.0979321570668547
12.9125,2.87373479080751,2.87373479080752,0.0978587354855912,0.0978587354855891
12.925,2.87158029775029,2.8715802977503,0.097785368949867,0.0977853689498649
12.9375,2.86942741995707,2.86942741995708,0.0977120574184154,0.0977120574184133
12.95,2.86727615621685,2.86727615621685,0.0976388008499987,0.0976388008499965
12.9625,2.86512650531953,2.86512650531954,0.09756559920341,0.0975655992034078
12.975,2.86297846605596,2.86297846605597,0.0974924524374734,0.0974924524374712
12.9875,2.86083203721784,2.86083203721785,0.0974193605110437,0.0974193605110417
13,2.85868721759783,2.85868721759783,0.0973463233830072,0.0973463233830051
13.0125,2.85654400598944,2.85654400598945,0.09727334101228,0.0972733410122779
13.025,2.85440240118714,2.85440240118715,0.0972004133578097,0.0972004133578076
13.0375,2.85226240198626,2.85226240198627,0.0971275403785744,0.0971275403785724
13.05,2.85012400718306,2.85012400718307,0.0970547220335833,0.0970547220335812
13.0625,2.84798721557469,2.8479872155747,0.0969819582818758,0.0969819582818737
13.075,2.8458520259592,2.84585202595921,0.0969092490825226,0.0969092490825203
13.0875,2.84371843713555,2.84371843713556,0.0968365943946243,0.0968365943946221
13.1,2.8415864479036,2.84158644790361,0.096763994177313,0.0967639941773107
13.1125,2.8394560570641,2.83945605706411,0.0966914483897509,0.0966914483897486
13.125,2.8373272634187,2.83732726341871,0.096618956991131,0.0966189569911289
13.1375,2.83520006576997,2.83520006576998,0.0965465199406771,0.0965465199406749
13.15,2.83307446292135,2.83307446292136,0.0964741371976432,0.096474137197641
13.1625,2.83095045367719,2.8309504536772,0.0964018087213139,0.0964018087213118
13.175,2.82882803684273,2.82882803684274,0.0963295344710047,0.0963295344710025
13.1875,2.82670721122412,2.82670721122413,0.096257314406061,0.0962573144060589
13.2,2.82458797562839,2.8245879756284,0.0961851484858592,0.0961851484858572
13.2125,2.82247032886347,2.82247032886348,0.0961130366698062,0.0961130366698041
13.225,2.82035426973819,2.82035426973819,0.0960409789173387,0.0960409789173366
13.2375,2.81823979706225,2.81823979706226,0.0959689751879243,0.0959689751879223
13.25,2.81612690964628,2.81612690964629,0.0958970254410611,0.0958970254410591
13.2625,2.81401560630176,2.81401560630177,0.0958251296362772,0.0958251296362752
13.275,2.8119058858411,2.81190588584111,0.0957532877331313,0.0957532877331293
13.2875,2.80979774707758,2.80979774707759,0.0956814996912122,0.0956814996912102
13.3,2.80769118882536,2.80769118882537,0.0956097654701393,0.0956097654701373
13.3125,2.80558620989951,2.80558620989952,0.095538085029562,0.0955380850295599
13.325,2.80348280911598,2.80348280911598,0.09546645832916,0.0954664583291579
13.3375,2.80138098529159,2.8013809852916,0.0953948853286432,0.0953948853286412
13.35,2.79928073724409,2.7992807372441,0.095323365987752,0.09532336598775
13.3625,2.79718206379208,2.79718206379209,0.0952519002662565,0.0952519002662547
13.375,2.79508496375505,2.79508496375506,0.0951804881239576,0.0951804881239558
13.3875,2.79298943595339,2.7929894359534,0.0951091295206857,0.095109129520684
13.4,2.79089547920836,2.79089547920837,0.0950378244163018,0.0950378244163001
13.4125,2.78880309234211,2.78880309234211,0.0949665727706966,0.0949665727706949
13.425,2.78671227417767,2.78671227417768,0.094895374543791,0.0948953745437894
13.4375,2.78462302353896,2.78462302353897,0.0948242296955363,0.0948242296955345
13.45,2.78253533925077,2.78253533925078,0.0947531381859131,0.0947531381859114
