conditionIndex,condition,perturbation,level,protocol,n,meanNRMSE,sdNRMSE,medianNRMSE,q25NRMSE,q75NRMSE
4,J=0.65,failed_modes,1,pca_readout_recalibrated,30,0.26905853004171,0.00828550016772892,0.269976748205881,0.266377365058705,0.27558032422745
4,J=0.65,failed_modes,1,zero_shot,30,8.70182580549284,6.88836083130038,5.78181262260809,4.47884748492361,10.8389706347557
4,J=0.65,failed_modes,2,pca_readout_recalibrated,30,0.269530599408029,0.00804456809000986,0.268781602495204,0.263972056742726,0.274618382599487
4,J=0.65,failed_modes,2,zero_shot,30,10.3029910218837,7.4672761164806,7.75640695020173,6.31504177375978,13.5422059316527
4,J=0.65,failed_modes,3,pca_readout_recalibrated,30,0.270127191449544,0.0095700906516665,0.269701125574406,0.264958828408131,0.276998653701596
4,J=0.65,failed_modes,3,zero_shot,30,12.0856167626699,7.00780186258468,10.997366668695,7.59156261736062,15.7177238468855
4,J=0.65,gain_mismatch_sigma,0.01,pca_readout_recalibrated,30,0.269140212088691,0.00923401517732009,0.267668194446177,0.264972189021585,0.275792620472667
4,J=0.65,gain_mismatch_sigma,0.01,zero_shot,30,3.35103866504849,4.57649564189173,2.45919847963089,0.635120722477323,3.75414987065283
4,J=0.65,gain_mismatch_sigma,0.05,pca_readout_recalibrated,30,0.269140212089443,0.00923401517863081,0.267668194446198,0.264972189020745,0.275792620470713
4,J=0.65,gain_mismatch_sigma,0.05,zero_shot,30,10.4251594787602,14.9779603389833,5.81236258485096,1.52407762474718,12.8141077441522
