condition,J,medianPcaEffectivePhotons_median,medianPcaEffectivePhotons_p025,medianPcaEffectivePhotons_p975,requiredPowerMedianPca_W_median,requiredPowerMedianPca_W_p025,requiredPowerMedianPca_W_p975,kerrShiftOverKappa_median,kerrShiftOverKappa_p025,kerrShiftOverKappa_p975,kerrBoundaryPower_W_median,kerrBoundaryPower_W_p025,kerrBoundaryPower_W_p975,kerrBoundaryEffectivePhotons_median,kerrBoundaryEffectivePhotons_p025,kerrBoundaryEffectivePhotons_p975,requiredSignalKerrImprovement_median,requiredSignalKerrImprovement_p025,requiredSignalKerrImprovement_p975
J=0,0,1.60117848603949e-07,1.5048450290613e-07,1.7236064302036e-07,13.990294054294,12.9960062851204,14.8852536755714,14097.1780156527,13095.3202758764,14998.9734610007,9.92417828801464e-05,9.92415834709989e-05,9.92427350652207e-05,0.0709392168323527,0.0666712293744721,0.0763631571380621,140971.780156527,130953.202758764,149989.734610007
J=0.65,0.65,5.93130013285446e-08,5.67760076415608e-08,6.13565727999602e-08,37.7657594516036,36.5079061260973,39.4532848125145,3548.23931068495,3430.08631914102,3706.74295707689,0.00106435810987098,0.0010643436557958,0.00106436596192234,0.281829986759412,0.269778620093094,0.291537852683085,35482.3931068495,34300.8631914102,37067.4295707689
