lockedIndex,seedOffset,datasetSeed,method,requestedBudget,actualCoefficients,modelOrder,ridgeLambda,testNRMSE,R2true
11,1011,1020231,tapped_esn,351,339,26,0.0001,0.280674413381259,0.921221873673086
11,1011,1020231,tapped_esn,513,508,39,4.64158883361278e-05,0.18698256789087,0.965037519304936
11,1011,1020231,tapped_esn,1025,1015,78,1e-05,0.0877732973539918,0.992295848271608
11,1011,1020231,tapped_esn,2049,2042,157,1e-05,0.0707157652349182,0.99499928054724
12,1012,1021241,input_delays,65,65,64,1e-06,0.370481910692607,0.862743153849555
12,1012,1021241,input_delays,129,129,128,1e-06,0.371326108845655,0.862116920889545
12,1012,1021241,input_delays,257,257,256,1e-06,0.374143117406194,0.860016927697575
12,1012,1021241,input_delays,351,351,350,1e-06,0.375793529455971,0.858779223219024
12,1012,1021241,input_delays,513,513,512,1e-06,0.381039302739763,0.854809049767596
12,1012,1021241,input_delays,1025,1025,1024,4.64158883361278,0.387613260781727,0.849755960066157
12,1012,1021241,input_delays,2049,2049,2048,215.443469003188,0.394568198092211,0.844315937054266
12,1012,1021241,nvar_degree_2,65,55,9,1e-06,0.809566090437038,0.34460274521449
12,1012,1021241,nvar_degree_2,129,120,14,1e-06,0.271520931900491,0.926276383539889
12,1012,1021241,nvar_degree_2,257,253,21,1e-06,0.148311768452757,0.978003619338416
12,1012,1021241,nvar_degree_2,351,351,25,1e-06,0.0960373928962433,0.990776819165693
12,1012,1021241,nvar_degree_2,513,496,30,1e-06,0.0666538468529517,0.995557264699703
12,1012,1021241,nvar_degree_2,1025,990,43,1e-06,0.0520728816215382,0.997288414999629
12,1012,1021241,nvar_degree_2,2049,2016,62,1e-06,0.0540690770993398,0.997076534901626
12,1012,1021241,nvar_degree_3,65,56,5,46.4158883361278,0.817574414434244,0.331572076862503
12,1012,1021241,nvar_degree_3,129,120,7,46.4158883361278,0.816736486303145,0.332941511941192
12,1012,1021241,nvar_degree_3,257,220,9,100,0.814740476217488,0.336197956412901
12,1012,1021241,nvar_degree_3,351,286,10,100,0.812374975493286,0.340046899192283
12,1012,1021241,nvar_degree_3,513,455,12,10,0.370175557825785,0.862970056388369
12,1012,1021241,nvar_degree_3,1025,969,16,4.64158883361278,0.233812104532189,0.945331899774228
12,1012,1021241,nvar_degree_3,2049,2024,21,4.64158883361278,0.154164956886721,0.976233166068116
12,1012,1021241,tapped_esn,65,53,4,0.0464158883361278,0.375244639660977,0.859191460405704
12,1012,1021241,tapped_esn,129,118,9,0.00464158883361278,0.370491509640646,0.862736041284195
12,1012,1021241,tapped_esn,257,248,19,1e-06,0.324862223537953,0.894464535717977
12,1012,1021241,tapped_esn,351,339,26,0.0001,0.266309767246651,0.929079107869035
12,1012,1021241,tapped_esn,513,508,39,4.64158883361278e-05,0.206737662208993,0.95725953902436
12,1012,1021241,tapped_esn,1025,1015,78,1e-05,0.0818659611439225,0.993297964405982
12,1012,1021241,tapped_esn,2049,2042,157,1e-05,0.0664521397057158,0.995584113128532
13,1013,1022249,input_delays,65,65,64,1e-06,0.38548000240707,0.851405167744246
13,1013,1022249,input_delays,129,129,128,1e-06,0.38749486749161,0.84984772766766
13,1013,1022249,input_delays,257,257,256,1e-06,0.388993731945939,0.848683876506771
13,1013,1022249,input_delays,351,351,350,1e-06,0.389542695880464,0.84825648808618
13,1013,1022249,input_delays,513,513,512,1e-06,0.392135299676127,0.846229906747914
13,1013,1022249,input_delays,1025,1025,1024,4.64158883361278,0.397004097980215,0.842387746186916
13,1013,1022249,input_delays,2049,2049,2048,215.443469003188,0.411298437014612,0.830833595709337
13,1013,1022249,nvar_degree_2,65,55,9,1e-06,0.834947845362915,0.302862095523825
13,1013,1022249,nvar_degree_2,129,120,14,1e-06,0.265863516525091,0.929316590580913
13,1013,1022249,nvar_degree_2,257,253,21,1e-06,0.150937379865807,0.977217907359245
13,1013,1022249,nvar_degree_2,351,351,25,1e-06,0.100238157045898,0.989952311872042
13,1013,1022249,nvar_degree_2,513,496,30,1e-06,0.0745693555025739,0.994439411219931
13,1013,1022249,nvar_degree_2,1025,990,43,1e-06,0.059208578701089,0.996494344208197
13,1013,1022249,nvar_degree_2,2049,2016,62,1e-06,0.0623799857728313,0.996108737374981
13,1013,1022249,nvar_degree_3,65,56,5,46.4158883361278,0.837056063602019,0.299337146387092
13,1013,1022249,nvar_degree_3,129,120,7,46.4158883361278,0.838732201821841,0.296528293627086
13,1013,1022249,nvar_degree_3,257,220,9,100,0.839408736599088,0.295392972921123
13,1013,1022249,nvar_degree_3,351,286,10,100,0.837847089984904,0.298012253803829
13,1013,1022249,nvar_degree_3,513,455,12,10,0.375171440818851,0.859246389993907
13,1013,1022249,nvar_degree_3,1025,969,16,4.64158883361278,0.240164640904416,0.942320945259253
13,1013,1022249,nvar_degree_3,2049,2024,21,4.64158883361278,0.167591579098835,0.971913062615159
13,1013,1022249,tapped_esn,65,53,4,0.0464158883361278,0.389292287433331,0.848451514944925
13,1013,1022249,tapped_esn,129,118,9,0.00464158883361278,0.373030861516078,0.860847976356573
13,1013,1022249,tapped_esn,257,248,19,1e-06,0.335057025706029,0.88773678952503
13,1013,1022249,tapped_esn,351,339,26,0.0001,0.261566437029054,0.931582999019926
13,1013,1022249,tapped_esn,513,508,39,4.64158883361278e-05,0.191426656800089,0.963355835066341
13,1013,1022249,tapped_esn,1025,1015,78,1e-05,0.077194933337103,0.99404094226708
13,1013,1022249,tapped_esn,2049,2042,157,1e-05,0.0627572916822336,0.996061522340711
14,1014,1023258,input_delays,65,65,64,1e-06,0.363236285138256,0.86805940115896
14,1014,1023258,input_delays,129,129,128,1e-06,0.364929602356096,0.866826385324222
14,1014,1023258,input_delays,257,257,256,1e-06,0.366159978957021,0.865926869810194
14,1014,1023258,input_delays,351,351,350,1e-06,0.366498569910709,0.865678798253406
14,1014,1023258,input_delays,513,513,512,1e-06,0.368377830136368,0.864297774264021
14,1014,1023258,input_delays,1025,1025,1024,4.64158883361278,0.37537890497352,0.859090677700881
14,1014,1023258,input_delays,2049,2049,2048,215.443469003188,0.384058159201131,0.852499330351039
14,1014,1023258,nvar_degree_2,65,55,9,1e-06,0.795956109391242,0.366453871922757
14,1014,1023258,nvar_degree_2,129,120,14,1e-06,0.253792420115696,0.935589407491818
14,1014,1023258,nvar_degree_2,257,253,21,1e-06,0.146279857830191,0.978602203193179
14,1014,1023258,nvar_degree_2,351,351,25,1e-06,0.101816484147563,0.989633403555829
14,1014,1023258,nvar_degree_2,513,496,30,1e-06,0.0770067617688227,0.99406995864188
14,1014,1023258,nvar_degree_2,1025,990,43,1e-06,0.0586904129156551,0.99655543543179
14,1014,1023258,nvar_degree_2,2049,2016,62,1e-06,0.0595373989991098,0.996455298120421
14,1014,1023258,nvar_degree_3,65,56,5,46.4158883361278,0.801855269380966,0.357028126965978
14,1014,1023258,nvar_degree_3,129,120,7,46.4158883361278,0.800235451172703,0.359623222686421
14,1014,1023258,nvar_degree_3,257,220,9,100,0.802543275484376,0.35592429097481
14,1014,1023258,nvar_degree_3,351,286,10,100,0.800141039888934,0.359774316285456
14,1014,1023258,nvar_degree_3,513,455,12,10,0.358799992234294,0.871262565572671
14,1014,1023258,nvar_degree_3,1025,969,16,4.64158883361278,0.230955222070811,0.946659685398223
14,1014,1023258,nvar_degree_3,2049,2024,21,4.64158883361278,0.160051293008238,0.974383583606391
14,1014,1023258,tapped_esn,65,53,4,0.0464158883361278,0.370988854296655,0.862367269987655
14,1014,1023258,tapped_esn,129,118,9,0.00464158883361278,0.364888406842737,0.866856450551769
14,1014,1023258,tapped_esn,257,248,19,1e-06,0.307442369510221,0.905479189429941
14,1014,1023258,tapped_esn,351,339,26,0.0001,0.257491360833606,0.933698199096058
14,1014,1023258,tapped_esn,513,508,39,4.64158883361278e-05,0.127684510483534,0.98369666578258
14,1014,1023258,tapped_esn,1025,1015,78,1e-05,0.0849471026578957,0.992783989750029
14,1014,1023258,tapped_esn,2049,2042,157,1e-05,0.0738357341632479,0.994548284360574
15,1015,1024267,input_delays,65,65,64,1e-06,0.385238026009914,0.851591663315985
15,1015,1024267,input_delays,129,129,128,1e-06,0.386327115526767,0.850751359808768
15,1015,1024267,input_delays,257,257,256,1e-06,0.387639597463321,0.849735542478474
15,1015,1024267,input_delays,351,351,350,1e-06,0.389739603450992,0.848103041501864
15,1015,1024267,input_delays,513,513,512,1e-06,0.391006288796677,0.84711408212145
15,1015,1024267,input_delays,1025,1025,1024,4.64158883361278,0.395659303427481,0.84345371561128
15,1015,1024267,input_delays,2049,2049,2048,215.443469003188,0.40921259268033,0.832545053991842
15,1015,1024267,nvar_degree_2,65,55,9,1e-06,0.804799151527325,0.352298325700898
15,1015,1024267,nvar_degree_2,129,120,14,1e-06,0.251499590946702,0.936747955753642
15,1015,1024267,nvar_degree_2,257,253,21,1e-06,0.139577375985504,0.980518156113001
15,1015,1024267,nvar_degree_2,351,351,25,1e-06,0.0917194680889847,0.991587539173474
15,1015,1024267,nvar_degree_2,513,496,30,1e-06,0.0646589962509662,0.995819214203818
15,1015,1024267,nvar_degree_2,1025,990,43,1e-06,0.0494133624713829,0.997558319609272
15,1015,1024267,nvar_degree_2,2049,2016,62,1e-06,0.0504223734306763,0.997457584257617
15,1015,1024267,nvar_degree_3,65,56,5,46.4158883361278,0.808654778312154,0.346077449512921
15,1015,1024267,nvar_degree_3,129,120,7,46.4158883361278,0.809164465430411,0.345252867884718
15,1015,1024267,nvar_degree_3,257,220,9,100,0.810528692613767,0.343043238449818
15,1015,1024267,nvar_degree_3,351,286,10,100,0.810798748478319,0.342605389465992
15,1015,1024267,nvar_degree_3,513,455,12,10,0.356925905627941,0.872603897891674
15,1015,1024267,nvar_degree_3,1025,969,16,4.64158883361278,0.218785343612553,0.952132973420337
15,1015,1024267,nvar_degree_3,2049,2024,21,4.64158883361278,0.146070235093641,0.978663486419688
15,1015,1024267,tapped_esn,65,53,4,0.0464158883361278,0.389132715184704,0.84857572997298
15,1015,1024267,tapped_esn,129,118,9,0.00464158883361278,0.374743431758623,0.85956736035377
15,1015,1024267,tapped_esn,257,248,19,1e-06,0.328351841069519,0.892185068466258
15,1015,1024267,tapped_esn,351,339,26,0.0001,0.216910906806713,0.95294965850829
15,1015,1024267,tapped_esn,513,508,39,4.64158883361278e-05,0.132433166771787,0.982461456338796
15,1015,1024267,tapped_esn,1025,1015,78,1e-05,0.0757565241557436,0.99426094904784
15,1015,1024267,tapped_esn,2049,2042,157,1e-05,0.0617071254599737,0.996192230667467
16,1016,1025276,input_delays,65,65,64,1e-06,0.381666500945059,0.854330682056355
16,1016,1025276,input_delays,129,129,128,1e-06,0.382671743356683,0.853562336836357
16,1016,1025276,input_delays,257,257,256,1e-06,0.38266746684257,0.85356560982029
16,1016,1025276,input_delays,351,351,350,1e-06,0.385131274055896,0.851673901744082
16,1016,1025276,input_delays,513,513,512,1e-06,0.38334040595041,0.853050133165775
16,1016,1025276,input_delays,1025,1025,1024,4.64158883361278,0.390058689032755,0.847854219110049
16,1016,1025276,input_delays,2049,2049,2048,215.443469003188,0.404791819092658,0.836143583195657
16,1016,1025276,nvar_degree_2,65,55,9,1e-06,0.806100366268034,0.350202199502541
16,1016,1025276,nvar_degree_2,129,120,14,1e-06,0.25606970311703,0.934428307145556
16,1016,1025276,nvar_degree_2,257,253,21,1e-06,0.14143447416859,0.979996289516655
16,1016,1025276,nvar_degree_2,351,351,25,1e-06,0.0965676724371218,0.990674684640077
16,1016,1025276,nvar_degree_2,513,496,30,1e-06,0.0730928456944407,0.994657435908289
16,1016,1025276,nvar_degree_2,1025,990,43,1e-06,0.060003242424637,0.99639961089853
16,1016,1025276,nvar_degree_2,2049,2016,62,1e-06,0.0605529673911624,0.996333338140125
16,1016,1025276,nvar_degree_3,65,56,5,46.4158883361278,0.817786163220427,0.331225791245214
16,1016,1025276,nvar_degree_3,129,120,7,46.4158883361278,0.814551523091946,0.33650581622859
16,1016,1025276,nvar_degree_3,257,220,9,100,0.815289696817969,0.335302710262464
16,1016,1025276,nvar_degree_3,351,286,10,100,0.817754978975227,0.331276794361225
16,1016,1025276,nvar_degree_3,513,455,12,10,0.369003464326876,0.863836443314764
16,1016,1025276,nvar_degree_3,1025,969,16,4.64158883361278,0.226853196565668,0.948537627207938
16,1016,1025276,nvar_degree_3,2049,2024,21,4.64158883361278,0.152870510333178,0.976630607070474
16,1016,1025276,tapped_esn,65,53,4,0.0464158883361278,0.388444246758654,0.849111067160102
16,1016,1025276,tapped_esn,129,118,9,0.00464158883361278,0.373582733451404,0.860435941266977
16,1016,1025276,tapped_esn,257,248,19,1e-06,0.313258911341047,0.901868854465422
16,1016,1025276,tapped_esn,351,339,26,0.0001,0.267133686720133,0.92863959341931
16,1016,1025276,tapped_esn,513,508,39,4.64158883361278e-05,0.162234434078425,0.973679988399253
16,1016,1025276,tapped_esn,1025,1015,78,1e-05,0.0879031850914454,0.992273030050779
16,1016,1025276,tapped_esn,2049,2042,157,1e-05,0.0733614803507495,0.994618093200747
17,1017,1026285,input_delays,65,65,64,1e-06,0.378098558835679,0.857041479806382
17,1017,1026285,input_delays,129,129,128,1e-06,0.37841434887179,0.856802580567939
17,1017,1026285,input_delays,257,257,256,1e-06,0.380920850346618,0.85489930577121
17,1017,1026285,input_delays,351,351,350,1e-06,0.383109942638886,0.85322677185123
17,1017,1026285,input_delays,513,513,512,1e-06,0.384990458781132,0.851782346647494
17,1017,1026285,input_delays,1025,1025,1024,4.64158883361278,0.397023415160862,0.842372407814006
17,1017,1026285,input_delays,2049,2049,2048,215.443469003188,0.41347637670166,0.829037285909667
17,1017,1026285,nvar_degree_2,65,55,9,1e-06,0.806163861144647,0.350099828984354
17,1017,1026285,nvar_degree_2,129,120,14,1e-06,0.305295781090947,0.906794486048069
17,1017,1026285,nvar_degree_2,257,253,21,1e-06,0.18222926872336,0.96679249362055
17,1017,1026285,nvar_degree_2,351,351,25,1e-06,0.130449162063761,0.982983016116863
17,1017,1026285,nvar_degree_2,513,496,30,1e-06,0.101740134014539,0.989648945130704
17,1017,1026285,nvar_degree_2,1025,990,43,1e-06,0.0790743975203286,0.993747239656797
17,1017,1026285,nvar_degree_2,2049,2016,62,1e-06,0.080556360078122,0.993510672850964
17,1017,1026285,nvar_degree_3,65,56,5,46.4158883361278,0.818521122150256,0.330023172593886
17,1017,1026285,nvar_degree_3,129,120,7,46.4158883361278,0.811859970808007,0.340883387799622
17,1017,1026285,nvar_degree_3,257,220,9,100,0.808686114155367,0.346026768772293
17,1017,1026285,nvar_degree_3,351,286,10,100,0.806659779843639,0.349299999582611
17,1017,1026285,nvar_degree_3,513,455,12,10,0.402863269184966,0.837701186341601
17,1017,1026285,nvar_degree_3,1025,969,16,4.64158883361278,0.269675802099641,0.927274961761915
17,1017,1026285,nvar_degree_3,2049,2024,21,4.64158883361278,0.187579626532508,0.964813883709925
17,1017,1026285,tapped_esn,65,53,4,0.0464158883361278,0.380626738908526,0.85512328562786
17,1017,1026285,tapped_esn,129,118,9,0.00464158883361278,0.369078650640651,0.863780949641276
17,1017,1026285,tapped_esn,257,248,19,1e-06,0.317459985364197,0.899219157692564
17,1017,1026285,tapped_esn,351,339,26,0.0001,0.284355342383967,0.919142039257697
17,1017,1026285,tapped_esn,513,508,39,4.64158883361278e-05,0.201849654637431,0.95925671692275
17,1017,1026285,tapped_esn,1025,1015,78,1e-05,0.103663025396476,0.98925397716565
17,1017,1026285,tapped_esn,2049,2042,157,1e-05,0.0846408969195806,0.992835918568649
18,1018,1027294,input_delays,65,65,64,1e-06,0.383399899798875,0.853004516834212
18,1018,1027294,input_delays,129,129,128,1e-06,0.383552898113714,0.852887174348571
18,1018,1027294,input_delays,257,257,256,1e-06,0.385142601262627,0.851665176692657
18,1018,1027294,input_delays,351,351,350,1e-06,0.384961504319325,0.851804640192203
18,1018,1027294,input_delays,513,513,512,1e-06,0.388913435094901,0.848746340002684
18,1018,1027294,input_delays,1025,1025,1024,4.64158883361278,0.394889886564261,0.844061977489265
18,1018,1027294,input_delays,2049,2049,2048,215.443469003188,0.403150546113087,0.83746963716872
18,1018,1027294,nvar_degree_2,65,55,9,1e-06,0.808784270321811,0.345868004080017
18,1018,1027294,nvar_degree_2,129,120,14,1e-06,0.29487909226097,0.913046320947347
18,1018,1027294,nvar_degree_2,257,253,21,1e-06,0.175535424795928,0.969187314641713
18,1018,1027294,nvar_degree_2,351,351,25,1e-06,0.126257278964988,0.984059099508357
18,1018,1027294,nvar_degree_2,513,496,30,1e-06,0.097180376666091,0.990555974391037
18,1018,1027294,nvar_degree_2,1025,990,43,1e-06,0.0717022195286241,0.994858791714669
18,1018,1027294,nvar_degree_2,2049,2016,62,1e-06,0.0706774389941874,0.995004699617223
18,1018,1027294,nvar_degree_3,65,56,5,46.4158883361278,0.81909639190001,0.329081100776385
18,1018,1027294,nvar_degree_3,129,120,7,46.4158883361278,0.81724357451613,0.332112939912099
18,1018,1027294,nvar_degree_3,257,220,9,100,0.815659829262708,0.33469904292713
18,1018,1027294,nvar_degree_3,351,286,10,100,0.815697269287058,0.334637964877637
18,1018,1027294,nvar_degree_3,513,455,12,10,0.397426795031764,0.842051942590781
18,1018,1027294,nvar_degree_3,1025,969,16,4.64158883361278,0.262045222225397,0.931332301508842
18,1018,1027294,nvar_degree_3,2049,2024,21,4.64158883361278,0.17795382701831,0.968332435449537
18,1018,1027294,tapped_esn,65,53,4,0.0464158883361278,0.407648802706598,0.833822453651877
18,1018,1027294,tapped_esn,129,118,9,0.00464158883361278,0.399207429474992,0.840633428251969
18,1018,1027294,tapped_esn,257,248,19,1e-06,0.35131649913875,0.876576717432893
18,1018,1027294,tapped_esn,351,339,26,0.0001,0.304880661105276,0.90704778248401
18,1018,1027294,tapped_esn,513,508,39,4.64158883361278e-05,0.20588751878016,0.957610329610549
18,1018,1027294,tapped_esn,1025,1015,78,1e-05,0.122065614349478,0.985099985793484
18,1018,1027294,tapped_esn,2049,2042,157,1e-05,0.0959777419684808,0.990788273046632
19,1019,1028303,input_delays,65,65,64,1e-06,0.384429945252148,0.85221361719343
19,1019,1028303,input_delays,129,129,128,1e-06,0.385459957371478,0.851420621263178
19,1019,1028303,input_delays,257,257,256,1e-06,0.388326499207376,0.849202530013344
19,1019,1028303,input_delays,351,351,350,1e-06,0.389173672315536,0.84854385277644
19,1019,1028303,input_delays,513,513,512,1e-06,0.389935426502484,0.847950363158326
19,1019,1028303,input_delays,1025,1025,1024,4.64158883361278,0.404002009894509,0.836782376001197
19,1019,1028303,input_delays,2049,2049,2048,215.443469003188,0.410015783813991,0.831887057023399
19,1019,1028303,nvar_degree_2,65,55,9,1e-06,0.823365239490097,0.322069682399415
19,1019,1028303,nvar_degree_2,129,120,14,1e-06,0.315657971508828,0.900360045022932
19,1019,1028303,nvar_degree_2,257,253,21,1e-06,0.186732191305194,0.96513108873036
19,1019,1028303,nvar_degree_2,351,351,25,1e-06,0.130978259101301,0.982844695642792
19,1019,1028303,nvar_degree_2,513,496,30,1e-06,0.0957610776446417,0.990829816008337
19,1019,1028303,nvar_degree_2,1025,990,43,1e-06,0.0712477665821145,0.99492375575706
19,1019,1028303,nvar_degree_2,2049,2016,62,1e-06,0.0728858379785709,0.994687654622161
19,1019,1028303,nvar_degree_3,65,56,5,46.4158883361278,0.835993156164016,0.301115442846927
19,1019,1028303,nvar_degree_3,129,120,7,46.4158883361278,0.832295920895414,0.307283500060855
19,1019,1028303,nvar_degree_3,257,220,9,100,0.832434063883966,0.307053529285625
19,1019,1028303,nvar_degree_3,351,286,10,100,0.833646393248329,0.305033691024052
19,1019,1028303,nvar_degree_3,513,455,12,10,0.424771171176479,0.819569452137363
19,1019,1028303,nvar_degree_3,1025,969,16,4.64158883361278,0.282993754976975,0.919914534644032
19,1019,1028303,nvar_degree_3,2049,2024,21,4.64158883361278,0.190730002058782,0.963622066314657
19,1019,1028303,tapped_esn,65,53,4,0.0464158883361278,0.385522570551469,0.851372347595388
19,1019,1028303,tapped_esn,129,118,9,0.00464158883361278,0.382823075980183,0.853446492497071
19,1019,1028303,tapped_esn,257,248,19,1e-06,0.289551153193605,0.916160129684254
19,1019,1028303,tapped_esn,351,339,26,0.0001,0.225056112169317,0.949349746375232
19,1019,1028303,tapped_esn,513,508,39,4.64158883361278e-05,0.141775367027054,0.979899745304344
19,1019,1028303,tapped_esn,1025,1015,78,1e-05,0.0951522097864374,0.990946056972758
19,1019,1028303,tapped_esn,2049,2042,157,1e-05,0.0765039885433766,0.994147139736955
20,1020,1029312,input_delays,65,65,64,1e-06,0.37283653664366,0.860992916943561
20,1020,1029312,input_delays,129,129,128,1e-06,0.372745240081893,0.861060985996292
20,1020,1029312,input_delays,257,257,256,1e-06,0.371078540589738,0.86230071671379
20,1020,1029312,input_delays,351,351,350,1e-06,0.372554088734338,0.861203450967327
20,1020,1029312,input_delays,513,513,512,1e-06,0.374490582120928,0.859756803902728
20,1020,1029312,input_delays,1025,1025,1024,4.64158883361278,0.382771203839438,0.853486205511307
20,1020,1029312,input_delays,2049,2049,2048,215.443469003188,0.399753563184162,0.840197088721566
20,1020,1029312,nvar_degree_2,65,55,9,1e-06,0.809311092800233,0.345015555070493
20,1020,1029312,nvar_degree_2,129,120,14,1e-06,0.329356725160482,0.891524147591563
20,1020,1029312,nvar_degree_2,257,253,21,1e-06,0.209544904193993,0.95609093312633
20,1020,1029312,nvar_degree_2,351,351,25,1e-06,0.15972636457814,0.974487488458651
20,1020,1029312,nvar_degree_2,513,496,30,1e-06,0.127029231383837,0.983863574374032
20,1020,1029312,nvar_degree_2,1025,990,43,1e-06,0.0957259465153849,0.990836543163734
20,1020,1029312,nvar_degree_2,2049,2016,62,1e-06,0.0943972807599673,0.991089153385124
20,1020,1029312,nvar_degree_3,65,56,5,46.4158883361278,0.820945822641218,0.326047956287934
20,1020,1029312,nvar_degree_3,129,120,7,46.4158883361278,0.813139352318641,0.338804393710821
20,1020,1029312,nvar_degree_3,257,220,9,100,0.810860037468564,0.342505999636479
20,1020,1029312,nvar_degree_3,351,286,10,100,0.810583863665625,0.342953799964908
20,1020,1029312,nvar_degree_3,513,455,12,10,0.425772410602158,0.818717854370028
20,1020,1029312,nvar_degree_3,1025,969,16,4.64158883361278,0.296483997723876,0.912097239093669
20,1020,1029312,nvar_degree_3,2049,2024,21,4.64158883361278,0.218045565762489,0.952456131251316
20,1020,1029312,tapped_esn,65,53,4,0.0464158883361278,0.389014167413214,0.848667977551804
20,1020,1029312,tapped_esn,129,118,9,0.00464158883361278,0.37697325384547,0.857891165885159
20,1020,1029312,tapped_esn,257,248,19,1e-06,0.345341785115459,0.880739051453268
20,1020,1029312,tapped_esn,351,339,26,0.0001,0.311467164897716,0.902988205190579
20,1020,1029312,tapped_esn,513,508,39,4.64158883361278e-05,0.213909839647608,0.954242580501935
20,1020,1029312,tapped_esn,1025,1015,78,1e-05,0.147424834422281,0.978265918195563
20,1020,1029312,tapped_esn,2049,2042,157,1e-05,0.135636545067307,0.981602727642204
21,1021,1030321,input_delays,65,65,64,1e-06,0.364281817283607,0.867298757596553
21,1021,1030321,input_delays,129,129,128,1e-06,0.365693195408238,0.866268486832112
21,1021,1030321,input_delays,257,257,256,1e-06,0.370974473900469,0.862377939714271
21,1021,1030321,input_delays,351,351,350,1e-06,0.371910695394173,0.861682434651423
21,1021,1030321,input_delays,513,513,512,1e-06,0.373699302066939,0.860348831634683
21,1021,1030321,input_delays,1025,1025,1024,4.64158883361278,0.38292842429766,0.853365821864912
21,1021,1030321,input_delays,2049,2049,2048,215.443469003188,0.401562167602562,0.838747825550332
21,1021,1030321,nvar_degree_2,65,55,9,1e-06,0.815301981451004,0.335282679042066
21,1021,1030321,nvar_degree_2,129,120,14,1e-06,0.262134884100161,0.931285302537795
21,1021,1030321,nvar_degree_2,257,253,21,1e-06,0.144457735327231,0.979131962704128
21,1021,1030321,nvar_degree_2,351,351,25,1e-06,0.0946938808573805,0.991033068928168
21,1021,1030321,nvar_degree_2,513,496,30,1e-06,0.0674765455121202,0.995446915805751
21,1021,1030321,nvar_degree_2,1025,990,43,1e-06,0.0509845186880032,0.997400578854153
21,1021,1030321,nvar_degree_2,2049,2016,62,1e-06,0.0512850013927422,0.997369848632146
21,1021,1030321,nvar_degree_3,65,56,5,46.4158883361278,0.820724598117381,0.326411134045063
21,1021,1030321,nvar_degree_3,129,120,7,46.4158883361278,0.818771419960316,0.329613361856168
21,1021,1030321,nvar_degree_3,257,220,9,100,0.819672148080085,0.328137569661779
21,1021,1030321,nvar_degree_3,351,286,10,100,0.819774811608746,0.327969258251845
21,1021,1030321,nvar_degree_3,513,455,12,10,0.370951389210151,0.862395066843059
21,1021,1030321,nvar_degree_3,1025,969,16,4.64158883361278,0.23119303557369,0.946549780302223
21,1021,1030321,nvar_degree_3,2049,2024,21,4.64158883361278,0.150708374353779,0.977286985899641
21,1021,1030321,tapped_esn,65,53,4,0.0464158883361278,0.36974642582633,0.863287580588654
21,1021,1030321,tapped_esn,129,118,9,0.00464158883361278,0.359925395234086,0.870453709865587
21,1021,1030321,tapped_esn,257,248,19,1e-06,0.30212272420307,0.908721859520116
21,1021,1030321,tapped_esn,351,339,26,0.0001,0.249777836565476,0.93761103236067
21,1021,1030321,tapped_esn,513,508,39,4.64158883361278e-05,0.188177520837437,0.964589220651476
21,1021,1030321,tapped_esn,1025,1015,78,1e-05,0.0939398111822522,0.991175311875043
21,1021,1030321,tapped_esn,2049,2042,157,1e-05,0.0631271473211785,0.99601496327109
22,1022,1031331,input_delays,65,65,64,1e-06,0.383748356694341,0.852737198734393
22,1022,1031331,input_delays,129,129,128,1e-06,0.384828957681129,0.851906673330056
22,1022,1031331,input_delays,257,257,256,1e-06,0.388975945638607,0.848697713714551
22,1022,1031331,input_delays,351,351,350,1e-06,0.390807652552205,0.847269378706635
22,1022,1031331,input_delays,513,513,512,1e-06,0.393152029216083,0.845431481923276
22,1022,1031331,input_delays,1025,1025,1024,4.64158883361278,0.403605236135844,0.837102813363729
22,1022,1031331,input_delays,2049,2049,2048,215.443469003188,0.41260499867303,0.829757115070029
22,1022,1031331,nvar_degree_2,65,55,9,1e-06,0.797967284789648,0.363248212405437
22,1022,1031331,nvar_degree_2,129,120,14,1e-06,0.258123228770489,0.933372398769098
22,1022,1031331,nvar_degree_2,257,253,21,1e-06,0.143215276841559,0.979489384479196
22,1022,1031331,nvar_degree_2,351,351,25,1e-06,0.103849514668226,0.989215278303174
22,1022,1031331,nvar_degree_2,513,496,30,1e-06,0.0881754640655946,0.992225087536817
22,1022,1031331,nvar_degree_2,1025,990,43,1e-06,0.0849740743551644,0.992779406687483
22,1022,1031331,nvar_degree_2,2049,2016,62,1e-06,0.0925923682565697,0.99142665334064
22,1022,1031331,nvar_degree_3,65,56,5,46.4158883361278,0.807265571445058,0.348322297159485
22,1022,1031331,nvar_degree_3,129,120,7,46.4158883361278,0.803678785809537,0.354100409239709
22,1022,1031331,nvar_degree_3,257,220,9,100,0.803832259707554,0.353853698253448
22,1022,1031331,nvar_degree_3,351,286,10,100,0.804453471175356,0.352854612713921
22,1022,1031331,nvar_degree_3,513,455,12,10,0.369940464277068,0.863144052890468
22,1022,1031331,nvar_degree_3,1025,969,16,4.64158883361278,0.235168739990837,0.944695663731122
22,1022,1031331,nvar_degree_3,2049,2024,21,4.64158883361278,0.168124174922556,0.97173426180661
22,1022,1031331,tapped_esn,65,53,4,0.0464158883361278,0.391166021377798,0.846989143719464
22,1022,1031331,tapped_esn,129,118,9,0.00464158883361278,0.384109277934678,0.8524600626045
22,1022,1031331,tapped_esn,257,248,19,1e-06,0.353076405137178,0.875337052135408
22,1022,1031331,tapped_esn,351,339,26,0.0001,0.225581623399439,0.949112931184474
