lockedIndex,seedOffset,datasetSeed,method,requestedBudget,actualCoefficients,modelOrder,ridgeLambda,testNRMSE,R2true
22,1022,1031331,tapped_esn,513,508,39,4.64158883361278e-05,0.153074483591497,0.976568202473197
22,1022,1031331,tapped_esn,1025,1015,78,1e-05,0.108473001413044,0.988233607964446
22,1022,1031331,tapped_esn,2049,2042,157,1e-05,0.101924690286169,0.989611357510069
23,1023,1032339,input_delays,65,65,64,1e-06,0.390829218928618,0.847252521631646
23,1023,1032339,input_delays,129,129,128,1e-06,0.391253710790775,0.846920533792449
23,1023,1032339,input_delays,257,257,256,1e-06,0.390838379899582,0.84724536079747
23,1023,1032339,input_delays,351,351,350,1e-06,0.392899524754222,0.845629963447907
23,1023,1032339,input_delays,513,513,512,1e-06,0.393103102808752,0.845469950562132
23,1023,1032339,input_delays,1025,1025,1024,4.64158883361278,0.401786276742468,0.838567787821425
23,1023,1032339,input_delays,2049,2049,2048,215.443469003188,0.414596864241461,0.828109440161147
23,1023,1032339,nvar_degree_2,65,55,9,1e-06,0.810416037171852,0.343225846694671
23,1023,1032339,nvar_degree_2,129,120,14,1e-06,0.272613636455276,0.92568180521863
23,1023,1032339,nvar_degree_2,257,253,21,1e-06,0.155293070210552,0.975884062344581
23,1023,1032339,nvar_degree_2,351,351,25,1e-06,0.105263453801194,0.988919605293844
23,1023,1032339,nvar_degree_2,513,496,30,1e-06,0.0814542657938639,0.993365202583983
23,1023,1032339,nvar_degree_2,1025,990,43,1e-06,0.0672056238747927,0.9954834041196
23,1023,1032339,nvar_degree_2,2049,2016,62,1e-06,0.0689346142392287,0.995248018959689
23,1023,1032339,nvar_degree_3,65,56,5,46.4158883361278,0.815967333819032,0.33419731014026
23,1023,1032339,nvar_degree_3,129,120,7,46.4158883361278,0.813890364354893,0.33758247481026
23,1023,1032339,nvar_degree_3,257,220,9,100,0.818856262182664,0.329474421884237
23,1023,1032339,nvar_degree_3,351,286,10,100,0.821336933658325,0.32540564140874
23,1023,1032339,nvar_degree_3,513,455,12,10,0.380401907477615,0.855294388787392
23,1023,1032339,nvar_degree_3,1025,969,16,4.64158883361278,0.239929082104346,0.942434035560566
23,1023,1032339,nvar_degree_3,2049,2024,21,4.64158883361278,0.161870253272766,0.97379802110541
23,1023,1032339,tapped_esn,65,53,4,0.0464158883361278,0.389697313734988,0.848136003667734
23,1023,1032339,tapped_esn,129,118,9,0.00464158883361278,0.385558850930965,0.851344372468793
23,1023,1032339,tapped_esn,257,248,19,1e-06,0.315448121613585,0.900492482570461
23,1023,1032339,tapped_esn,351,339,26,0.0001,0.288700089077442,0.916652258566677
23,1023,1032339,tapped_esn,513,508,39,4.64158883361278e-05,0.194300769797657,0.962247210856038
23,1023,1032339,tapped_esn,1025,1015,78,1e-05,0.0841295545629956,0.992922218049032
23,1023,1032339,tapped_esn,2049,2042,157,1e-05,0.0666748915611423,0.99555445883531
24,1024,1033348,input_delays,65,65,64,1e-06,0.380235711365072,0.855420803802698
24,1024,1033348,input_delays,129,129,128,1e-06,0.380507478320367,0.855214058942276
24,1024,1033348,input_delays,257,257,256,1e-06,0.3820230832641,0.854058363853391
24,1024,1033348,input_delays,351,351,350,1e-06,0.384660157957625,0.852036562880015
24,1024,1033348,input_delays,513,513,512,1e-06,0.389473780778569,0.848310174086047
24,1024,1033348,input_delays,1025,1025,1024,4.64158883361278,0.393112846546779,0.845462289879888
24,1024,1033348,input_delays,2049,2049,2048,215.443469003188,0.405472864568085,0.835591756098951
24,1024,1033348,nvar_degree_2,65,55,9,1e-06,0.807469752098265,0.347992599446366
24,1024,1033348,nvar_degree_2,129,120,14,1e-06,0.251311541311667,0.936842509203554
24,1024,1033348,nvar_degree_2,257,253,21,1e-06,0.14301896458646,0.979545575768617
24,1024,1033348,nvar_degree_2,351,351,25,1e-06,0.0998873314317815,0.990022521019437
24,1024,1033348,nvar_degree_2,513,496,30,1e-06,0.0784724143247003,0.993842080190053
24,1024,1033348,nvar_degree_2,1025,990,43,1e-06,0.0740279540882727,0.994519862013505
24,1024,1033348,nvar_degree_2,2049,2016,62,1e-06,0.0870169251441989,0.992428054738449
24,1024,1033348,nvar_degree_3,65,56,5,46.4158883361278,0.809195650335292,0.345202399478444
24,1024,1033348,nvar_degree_3,129,120,7,46.4158883361278,0.808580600807368,0.346197411997996
24,1024,1033348,nvar_degree_3,257,220,9,100,0.810440187160336,0.343186703035519
24,1024,1033348,nvar_degree_3,351,286,10,100,0.811783471693567,0.341007595085139
24,1024,1033348,nvar_degree_3,513,455,12,10,0.358706883204209,0.871329371941922
24,1024,1033348,nvar_degree_3,1025,969,16,4.64158883361278,0.226079743834419,0.948887949427764
24,1024,1033348,nvar_degree_3,2049,2024,21,4.64158883361278,0.162422218871904,0.973619022816727
24,1024,1033348,tapped_esn,65,53,4,0.0464158883361278,0.380991148304126,0.854845744913903
24,1024,1033348,tapped_esn,129,118,9,0.00464158883361278,0.375096745834902,0.859302431264067
24,1024,1033348,tapped_esn,257,248,19,1e-06,0.315303142077901,0.900583928595803
24,1024,1033348,tapped_esn,351,339,26,0.0001,0.240691925107795,0.942067397187904
24,1024,1033348,tapped_esn,513,508,39,4.64158883361278e-05,0.162015261249147,0.973751055122371
24,1024,1033348,tapped_esn,1025,1015,78,1e-05,0.0890738186707596,0.992065854827409
24,1024,1033348,tapped_esn,2049,2042,157,1e-05,0.0837968828122422,0.992978082430951
25,1025,1034358,input_delays,65,65,64,1e-06,0.391348016773402,0.846846729767525
25,1025,1034358,input_delays,129,129,128,1e-06,0.394037751982943,0.844734250012229
25,1025,1034358,input_delays,257,257,256,1e-06,0.396057579065929,0.843138394064435
25,1025,1034358,input_delays,351,351,350,1e-06,0.397741425020899,0.841801758822345
25,1025,1034358,input_delays,513,513,512,1e-06,0.402111708991137,0.838306173492227
25,1025,1034358,input_delays,1025,1025,1024,4.64158883361278,0.409775316511616,0.832084189977805
25,1025,1034358,input_delays,2049,2049,2048,215.443469003188,0.430554493387598,0.814622828223748
25,1025,1034358,nvar_degree_2,65,55,9,1e-06,0.81473585416683,0.336205487935046
25,1025,1034358,nvar_degree_2,129,120,14,1e-06,0.260434443755196,0.932173900505922
25,1025,1034358,nvar_degree_2,257,253,21,1e-06,0.155188503338334,0.975916528431608
25,1025,1034358,nvar_degree_2,351,351,25,1e-06,0.119753429996519,0.985659116004069
25,1025,1034358,nvar_degree_2,513,496,30,1e-06,0.107774196768343,0.988384722510939
25,1025,1034358,nvar_degree_2,1025,990,43,1e-06,0.106610377199818,0.988634227473313
25,1025,1034358,nvar_degree_2,2049,2016,62,1e-06,0.120146834319222,0.985564738203069
25,1025,1034358,nvar_degree_3,65,56,5,46.4158883361278,0.818168879990676,0.330599683814802
25,1025,1034358,nvar_degree_3,129,120,7,46.4158883361278,0.821721033456149,0.324774543175758
25,1025,1034358,nvar_degree_3,257,220,9,100,0.823020579527923,0.322637125673522
25,1025,1034358,nvar_degree_3,351,286,10,100,0.82391866782688,0.32115802880638
25,1025,1034358,nvar_degree_3,513,455,12,10,0.370710676537195,0.862573594301335
25,1025,1034358,nvar_degree_3,1025,969,16,4.64158883361278,0.241100517039826,0.941870540683129
25,1025,1034358,nvar_degree_3,2049,2024,21,4.64158883361278,0.187086155367099,0.964998770469958
25,1025,1034358,tapped_esn,65,53,4,0.0464158883361278,0.389090744349549,0.848608392661514
25,1025,1034358,tapped_esn,129,118,9,0.00464158883361278,0.373551973453268,0.860458923129169
25,1025,1034358,tapped_esn,257,248,19,1e-06,0.313326773676991,0.901826332897168
25,1025,1034358,tapped_esn,351,339,26,0.0001,0.251887956147484,0.936552457547843
25,1025,1034358,tapped_esn,513,508,39,4.64158883361278e-05,0.157535221897996,0.975182653861549
25,1025,1034358,tapped_esn,1025,1015,78,1e-05,0.119491650906501,0.985721745363639
25,1025,1034358,tapped_esn,2049,2042,157,1e-05,0.119158958743392,0.985801142551191
26,1026,1035366,input_delays,65,65,64,1e-06,0.376479995329688,0.858262813116558
26,1026,1035366,input_delays,129,129,128,1e-06,0.376597665890861,0.858174198045556
26,1026,1035366,input_delays,257,257,256,1e-06,0.376179241939909,0.858489177933516
26,1026,1035366,input_delays,351,351,350,1e-06,0.376980534559268,0.857885676563409
26,1026,1035366,input_delays,513,513,512,1e-06,0.381222318202092,0.854669544104623
26,1026,1035366,input_delays,1025,1025,1024,4.64158883361278,0.389668162720989,0.848158722961649
26,1026,1035366,input_delays,2049,2049,2048,215.443469003188,0.405528407039499,0.835546711084006
26,1026,1035366,nvar_degree_2,65,55,9,1e-06,0.803184407227198,0.354894807987095
26,1026,1035366,nvar_degree_2,129,120,14,1e-06,0.305190792734437,0.906858580030126
26,1026,1035366,nvar_degree_2,257,253,21,1e-06,0.187633700977088,0.964793594257641
26,1026,1035366,nvar_degree_2,351,351,25,1e-06,0.139313934443912,0.980591627669757
26,1026,1035366,nvar_degree_2,513,496,30,1e-06,0.109233428004857,0.988068058206308
26,1026,1035366,nvar_degree_2,1025,990,43,1e-06,0.0828253491992596,0.993139961530021
26,1026,1035366,nvar_degree_2,2049,2016,62,1e-06,0.0834582486667034,0.993034720729487
26,1026,1035366,nvar_degree_3,65,56,5,46.4158883361278,0.814920985790972,0.335903786917471
26,1026,1035366,nvar_degree_3,129,120,7,46.4158883361278,0.810639526616127,0.342863557887582
26,1026,1035366,nvar_degree_3,257,220,9,100,0.81057585618558,0.342966781369014
26,1026,1035366,nvar_degree_3,351,286,10,100,0.81062604274754,0.342885418819463
26,1026,1035366,nvar_degree_3,513,455,12,10,0.405550159021767,0.835529068517419
26,1026,1035366,nvar_degree_3,1025,969,16,4.64158883361278,0.270951300055725,0.926585392998112
26,1026,1035366,nvar_degree_3,2049,2024,21,4.64158883361278,0.190470879171791,0.963720844187525
26,1026,1035366,tapped_esn,65,53,4,0.0464158883361278,0.382826761161026,0.853443670938959
26,1026,1035366,tapped_esn,129,118,9,0.00464158883361278,0.368505022061917,0.864204048715146
26,1026,1035366,tapped_esn,257,248,19,1e-06,0.298212189376757,0.911069490107121
26,1026,1035366,tapped_esn,351,339,26,0.0001,0.239751639617348,0.942519151300793
26,1026,1035366,tapped_esn,513,508,39,4.64158883361278e-05,0.174867435723139,0.969421379923614
26,1026,1035366,tapped_esn,1025,1015,78,1e-05,0.124444277559385,0.984513621782723
26,1026,1035366,tapped_esn,2049,2042,157,1e-05,0.106102274032495,0.988742307445133
27,1027,1036375,input_delays,65,65,64,1e-06,0.404092135093547,0.836709546355539
27,1027,1036375,input_delays,129,129,128,1e-06,0.404591141736338,0.836306008028487
27,1027,1036375,input_delays,257,257,256,1e-06,0.404741814683601,0.836184063446626
27,1027,1036375,input_delays,351,351,350,1e-06,0.405367660900031,0.835677059496437
27,1027,1036375,input_delays,513,513,512,1e-06,0.409199817032053,0.832555509740934
27,1027,1036375,input_delays,1025,1025,1024,4.64158883361278,0.415676540927671,0.827213013322406
27,1027,1036375,input_delays,2049,2049,2048,215.443469003188,0.419383688916201,0.824117321471039
27,1027,1036375,nvar_degree_2,65,55,9,1e-06,0.809490649529064,0.344724888325013
27,1027,1036375,nvar_degree_2,129,120,14,1e-06,0.345173993009564,0.880854914549833
27,1027,1036375,nvar_degree_2,257,253,21,1e-06,0.235227786730544,0.94466788834985
27,1027,1036375,nvar_degree_2,351,351,25,1e-06,0.191284920982068,0.963410079004884
27,1027,1036375,nvar_degree_2,513,496,30,1e-06,0.164973191565766,0.972783846064605
27,1027,1036375,nvar_degree_2,1025,990,43,1e-06,0.140892012574582,0.980149440792684
27,1027,1036375,nvar_degree_2,2049,2016,62,1e-06,0.137433352191984,0.981112073705274
27,1027,1036375,nvar_degree_3,65,56,5,46.4158883361278,0.823152166212319,0.322420511259967
27,1027,1036375,nvar_degree_3,129,120,7,46.4158883361278,0.815935418190957,0.334249393341549
27,1027,1036375,nvar_degree_3,257,220,9,100,0.811980344506776,0.340687920134658
27,1027,1036375,nvar_degree_3,351,286,10,100,0.811270761905768,0.341839750876834
27,1027,1036375,nvar_degree_3,513,455,12,10,0.432133475032077,0.813260659756701
27,1027,1036375,nvar_degree_3,1025,969,16,4.64158883361278,0.309262917686996,0.904356447743726
27,1027,1036375,nvar_degree_3,2049,2024,21,4.64158883361278,0.232320292020964,0.946027281915294
27,1027,1036375,tapped_esn,65,53,4,0.0464158883361278,0.419539067879349,0.823986970522927
27,1027,1036375,tapped_esn,129,118,9,0.00464158883361278,0.415188821867102,0.827618242196608
27,1027,1036375,tapped_esn,257,248,19,1e-06,0.38239862618507,0.853771290691771
27,1027,1036375,tapped_esn,351,339,26,0.0001,0.339396818612582,0.884809799515658
27,1027,1036375,tapped_esn,513,508,39,4.64158883361278e-05,0.257696437506522,0.933592546096447
27,1027,1036375,tapped_esn,1025,1015,78,1e-05,0.193346885643659,0.962616981811898
27,1027,1036375,tapped_esn,2049,2042,157,1e-05,0.1748530362263,0.969426415722444
28,1028,1037384,input_delays,65,65,64,1e-06,0.389465349864322,0.848316741255061
28,1028,1037384,input_delays,129,129,128,1e-06,0.389829411336996,0.848033030056651
28,1028,1037384,input_delays,257,257,256,1e-06,0.390835083227818,0.847247937718304
28,1028,1037384,input_delays,351,351,350,1e-06,0.3910232276243,0.847100835458275
28,1028,1037384,input_delays,513,513,512,1e-06,0.392820723413048,0.84569187925725
28,1028,1037384,input_delays,1025,1025,1024,4.64158883361278,0.398916525382809,0.840865605776506
28,1028,1037384,input_delays,2049,2049,2048,215.443469003188,0.411819685990174,0.830404546230954
28,1028,1037384,nvar_degree_2,65,55,9,1e-06,0.810025203631717,0.343859169481396
28,1028,1037384,nvar_degree_2,129,120,14,1e-06,0.237341503125285,0.94366901089423
28,1028,1037384,nvar_degree_2,257,253,21,1e-06,0.128751150796463,0.983423141168587
28,1028,1037384,nvar_degree_2,351,351,25,1e-06,0.0838063206677247,0.992976500616139
28,1028,1037384,nvar_degree_2,513,496,30,1e-06,0.0593999030540766,0.996471651517166
28,1028,1037384,nvar_degree_2,1025,990,43,1e-06,0.0454218791218838,0.997936852897037
28,1028,1037384,nvar_degree_2,2049,2016,62,1e-06,0.0482514781620939,0.997671794855173
28,1028,1037384,nvar_degree_3,65,56,5,46.4158883361278,0.810735058776205,0.342708664471143
28,1028,1037384,nvar_degree_3,129,120,7,46.4158883361278,0.811253569042162,0.341867646716355
28,1028,1037384,nvar_degree_3,257,220,9,100,0.81330920284474,0.338528140568054
28,1028,1037384,nvar_degree_3,351,286,10,100,0.814308049757187,0.336902400100647
28,1028,1037384,nvar_degree_3,513,455,12,10,0.34898542724061,0.878209171573689
28,1028,1037384,nvar_degree_3,1025,969,16,4.64158883361278,0.210094273868673,0.955860396087595
28,1028,1037384,nvar_degree_3,2049,2024,21,4.64158883361278,0.139693087449209,0.980485841318907
28,1028,1037384,tapped_esn,65,53,4,0.0464158883361278,0.389263388441302,0.848474014419196
28,1028,1037384,tapped_esn,129,118,9,0.00464158883361278,0.37891077084596,0.85642662773692
28,1028,1037384,tapped_esn,257,248,19,1e-06,0.336112508131851,0.887028381877317
28,1028,1037384,tapped_esn,351,339,26,0.0001,0.277396787589378,0.923051022235094
28,1028,1037384,tapped_esn,513,508,39,4.64158883361278e-05,0.187066980201208,0.965005944918401
28,1028,1037384,tapped_esn,1025,1015,78,1e-05,0.0745142999256026,0.994447619106597
28,1028,1037384,tapped_esn,2049,2042,157,1e-05,0.0607987467333315,0.996303512395656
29,1029,1038393,input_delays,65,65,64,1e-06,0.397438876918664,0.842042339113631
29,1029,1038393,input_delays,129,129,128,1e-06,0.398156172384236,0.841471662392334
29,1029,1038393,input_delays,257,257,256,1e-06,0.398074030839929,0.841537065970851
29,1029,1038393,input_delays,351,351,350,1e-06,0.399479244183856,0.840416333466295
29,1029,1038393,input_delays,513,513,512,1e-06,0.400967655438364,0.839224939292261
29,1029,1038393,input_delays,1025,1025,1024,4.64158883361278,0.407609017416366,0.833854888920865
29,1029,1038393,input_delays,2049,2049,2048,215.443469003188,0.422109637397734,0.821823454015953
29,1029,1038393,nvar_degree_2,65,55,9,1e-06,0.814353727795759,0.33682800602515
29,1029,1038393,nvar_degree_2,129,120,14,1e-06,0.335319653469856,0.887560729996856
29,1029,1038393,nvar_degree_2,257,253,21,1e-06,0.225330075183273,0.9492263572179
29,1029,1038393,nvar_degree_2,351,351,25,1e-06,0.17983335073632,0.967659965962948
29,1029,1038393,nvar_degree_2,513,496,30,1e-06,0.149002769753865,0.977798174605677
29,1029,1038393,nvar_degree_2,1025,990,43,1e-06,0.116411272451799,0.986448415646153
29,1029,1038393,nvar_degree_2,2049,2016,62,1e-06,0.105135003421983,0.98894663105546
29,1029,1038393,nvar_degree_3,65,56,5,46.4158883361278,0.820846720871706,0.326210660834167
29,1029,1038393,nvar_degree_3,129,120,7,46.4158883361278,0.818949111589996,0.329322352625957
29,1029,1038393,nvar_degree_3,257,220,9,100,0.81732695895009,0.331976642173398
29,1029,1038393,nvar_degree_3,351,286,10,100,0.816773533815228,0.332880994458985
29,1029,1038393,nvar_degree_3,513,455,12,10,0.427148088816592,0.817544510220332
29,1029,1038393,nvar_degree_3,1025,969,16,4.64158883361278,0.3059309956805,0.906406225881938
29,1029,1038393,nvar_degree_3,2049,2024,21,4.64158883361278,0.228269812688729,0.947892892615053
29,1029,1038393,tapped_esn,65,53,4,0.0464158883361278,0.416177008560389,0.826796697545726
29,1029,1038393,tapped_esn,129,118,9,0.00464158883361278,0.38883451837652,0.8488077173189
29,1029,1038393,tapped_esn,257,248,19,1e-06,0.347636087282794,0.87914915081871
29,1029,1038393,tapped_esn,351,339,26,0.0001,0.318868693873848,0.898322756067186
29,1029,1038393,tapped_esn,513,508,39,4.64158883361278e-05,0.237373235457742,0.943653947088324
29,1029,1038393,tapped_esn,1025,1015,78,1e-05,0.175983112713654,0.969029944039613
29,1029,1038393,tapped_esn,2049,2042,157,1e-05,0.157832307007096,0.975088962864818
30,1030,1039402,input_delays,65,65,64,1e-06,0.371810908446627,0.861756648360094
30,1030,1039402,input_delays,129,129,128,1e-06,0.373907093610827,0.860193485347504
30,1030,1039402,input_delays,257,257,256,1e-06,0.373838271716219,0.860244946600231
30,1030,1039402,input_delays,351,351,350,1e-06,0.373734542847485,0.860322491482581
30,1030,1039402,input_delays,513,513,512,1e-06,0.37640888853206,0.858316348634059
30,1030,1039402,input_delays,1025,1025,1024,4.64158883361278,0.380495910504219,0.855222862089565
30,1030,1039402,input_delays,2049,2049,2048,215.443469003188,0.397411850806621,0.842063820838456
30,1030,1039402,nvar_degree_2,65,55,9,1e-06,0.815726621581626,0.334590078843027
30,1030,1039402,nvar_degree_2,129,120,14,1e-06,0.264846154847683,0.929856514262397
30,1030,1039402,nvar_degree_2,257,253,21,1e-06,0.146573319361636,0.978516262051312
30,1030,1039402,nvar_degree_2,351,351,25,1e-06,0.0942225673928881,0.991122107793893
30,1030,1039402,nvar_degree_2,513,496,30,1e-06,0.0653370629880374,0.995731068200097
30,1030,1039402,nvar_degree_2,1025,990,43,1e-06,0.0462362491395182,0.997862209265508
30,1030,1039402,nvar_degree_2,2049,2016,62,1e-06,0.0466191668691525,0.997826653280426
30,1030,1039402,nvar_degree_3,65,56,5,46.4158883361278,0.821413755511749,0.325279442256085
30,1030,1039402,nvar_degree_3,129,120,7,46.4158883361278,0.821007197402936,0.325947181812576
30,1030,1039402,nvar_degree_3,257,220,9,100,0.825916187412617,0.317862451369806
30,1030,1039402,nvar_degree_3,351,286,10,100,0.82859389053374,0.31343216457016
30,1030,1039402,nvar_degree_3,513,455,12,10,0.375104928054837,0.859296292948976
30,1030,1039402,nvar_degree_3,1025,969,16,4.64158883361278,0.233466518086655,0.945493384932494
30,1030,1039402,nvar_degree_3,2049,2024,21,4.64158883361278,0.15493011914172,0.975996658182733
30,1030,1039402,tapped_esn,65,53,4,0.0464158883361278,0.381551602794352,0.854418374405061
30,1030,1039402,tapped_esn,129,118,9,0.00464158883361278,0.363546262920411,0.867834114716604
30,1030,1039402,tapped_esn,257,248,19,1e-06,0.302250589641056,0.908644581061634
30,1030,1039402,tapped_esn,351,339,26,0.0001,0.234141563923521,0.945177728043448
30,1030,1039402,tapped_esn,513,508,39,4.64158883361278e-05,0.170883321026789,0.970798890594855
30,1030,1039402,tapped_esn,1025,1015,78,1e-05,0.0796655699236752,0.993653396968736
30,1030,1039402,tapped_esn,2049,2042,157,1e-05,0.0588273990883494,0.9965393371165
