seedIndex,conditionIndex,condition,capacityType,lagA,lagB,capacity
1,2,"J=.65, uniform G, detuning",linear,4,0,0.570836649790684
1,2,"J=.65, uniform G, detuning",linear,5,0,0.548085655298604
1,2,"J=.65, uniform G, detuning",linear,6,0,0.551585794207104
1,2,"J=.65, uniform G, detuning",linear,7,0,0.549626543117891
1,2,"J=.65, uniform G, detuning",linear,8,0,0.538607119796065
1,2,"J=.65, uniform G, detuning",linear,9,0,0.540808611030837
1,2,"J=.65, uniform G, detuning",linear,10,0,0.523623547229747
1,2,"J=.65, uniform G, detuning",linear,11,0,0.522902159998941
1,2,"J=.65, uniform G, detuning",linear,12,0,0.519896672867548
1,2,"J=.65, uniform G, detuning",linear,13,0,0.519567182137143
1,2,"J=.65, uniform G, detuning",linear,14,0,0.495854363362525
1,2,"J=.65, uniform G, detuning",linear,15,0,0.503887580872237
1,2,"J=.65, uniform G, detuning",linear,16,0,0.465048281513347
1,2,"J=.65, uniform G, detuning",linear,17,0,0.464160744825774
1,2,"J=.65, uniform G, detuning",linear,18,0,0.452460864422565
1,2,"J=.65, uniform G, detuning",linear,19,0,0.455560032984362
1,2,"J=.65, uniform G, detuning",linear,20,0,0.46461224179627
1,2,"J=.65, uniform G, detuning",quadratic,1,1,0.00075949280888743
1,2,"J=.65, uniform G, detuning",quadratic,2,2,0.000105021665724903
1,2,"J=.65, uniform G, detuning",quadratic,3,3,0
1,2,"J=.65, uniform G, detuning",quadratic,4,4,0
1,2,"J=.65, uniform G, detuning",quadratic,5,5,0
1,2,"J=.65, uniform G, detuning",quadratic,6,6,0
1,2,"J=.65, uniform G, detuning",quadratic,7,7,0
1,2,"J=.65, uniform G, detuning",quadratic,8,8,0
1,2,"J=.65, uniform G, detuning",quadratic,9,9,0
1,2,"J=.65, uniform G, detuning",quadratic,10,10,0
1,2,"J=.65, uniform G, detuning",cross_product,1,2,0.0123623134561895
1,2,"J=.65, uniform G, detuning",cross_product,1,3,0.00895268631223956
1,2,"J=.65, uniform G, detuning",cross_product,1,4,0.00327460710242145
1,2,"J=.65, uniform G, detuning",cross_product,1,5,0.00139478832432149
1,2,"J=.65, uniform G, detuning",cross_product,1,6,0
1,2,"J=.65, uniform G, detuning",cross_product,1,7,0
1,2,"J=.65, uniform G, detuning",cross_product,1,8,0
1,2,"J=.65, uniform G, detuning",cross_product,1,9,0.000410306960549556
1,2,"J=.65, uniform G, detuning",cross_product,1,10,0.000180751125640644
1,2,"J=.65, uniform G, detuning",cross_product,2,3,0.00823466174887366
1,2,"J=.65, uniform G, detuning",cross_product,2,4,0.00379891409603306
1,2,"J=.65, uniform G, detuning",cross_product,2,5,0
1,2,"J=.65, uniform G, detuning",cross_product,2,6,0
1,2,"J=.65, uniform G, detuning",cross_product,2,7,0
1,2,"J=.65, uniform G, detuning",cross_product,2,8,0
1,2,"J=.65, uniform G, detuning",cross_product,2,9,0
1,2,"J=.65, uniform G, detuning",cross_product,2,10,0.00344602631014568
1,2,"J=.65, uniform G, detuning",cross_product,3,4,0.00710859354958249
1,2,"J=.65, uniform G, detuning",cross_product,3,5,0
1,2,"J=.65, uniform G, detuning",cross_product,3,6,0
1,2,"J=.65, uniform G, detuning",cross_product,3,7,0
1,2,"J=.65, uniform G, detuning",cross_product,3,8,0
1,2,"J=.65, uniform G, detuning",cross_product,3,9,0
1,2,"J=.65, uniform G, detuning",cross_product,3,10,0
1,2,"J=.65, uniform G, detuning",cross_product,4,5,0.00483818959843363
1,2,"J=.65, uniform G, detuning",cross_product,4,6,0
1,2,"J=.65, uniform G, detuning",cross_product,4,7,0
1,2,"J=.65, uniform G, detuning",cross_product,4,8,0
1,2,"J=.65, uniform G, detuning",cross_product,4,9,0
1,2,"J=.65, uniform G, detuning",cross_product,4,10,0
1,2,"J=.65, uniform G, detuning",cross_product,5,6,0.00199410287828949
1,2,"J=.65, uniform G, detuning",cross_product,5,7,0
1,2,"J=.65, uniform G, detuning",cross_product,5,8,0
1,2,"J=.65, uniform G, detuning",cross_product,5,9,0
1,2,"J=.65, uniform G, detuning",cross_product,5,10,0
1,2,"J=.65, uniform G, detuning",cross_product,6,7,0.00129523482666261
1,2,"J=.65, uniform G, detuning",cross_product,6,8,0
1,2,"J=.65, uniform G, detuning",cross_product,6,9,0
1,2,"J=.65, uniform G, detuning",cross_product,6,10,0
1,2,"J=.65, uniform G, detuning",cross_product,7,8,0.00240752103106701
1,2,"J=.65, uniform G, detuning",cross_product,7,9,0
1,2,"J=.65, uniform G, detuning",cross_product,7,10,0.00429719420207741
1,2,"J=.65, uniform G, detuning",cross_product,8,9,0.00336962572659116
1,2,"J=.65, uniform G, detuning",cross_product,8,10,0
1,2,"J=.65, uniform G, detuning",cross_product,9,10,0.0042965009501067
2,2,"J=.65, uniform G, detuning",linear,1,0,0.893934347420481
2,2,"J=.65, uniform G, detuning",linear,2,0,0.639034493975291
2,2,"J=.65, uniform G, detuning",linear,3,0,0.562786457620203
2,2,"J=.65, uniform G, detuning",linear,4,0,0.577373412077888
2,2,"J=.65, uniform G, detuning",linear,5,0,0.533240187159322
2,2,"J=.65, uniform G, detuning",linear,6,0,0.550954475664416
2,2,"J=.65, uniform G, detuning",linear,7,0,0.530258167420429
2,2,"J=.65, uniform G, detuning",linear,8,0,0.533663286859138
2,2,"J=.65, uniform G, detuning",linear,9,0,0.522810442855387
2,2,"J=.65, uniform G, detuning",linear,10,0,0.51590462684201
2,2,"J=.65, uniform G, detuning",linear,11,0,0.511109738590252
2,2,"J=.65, uniform G, detuning",linear,12,0,0.511195856887982
2,2,"J=.65, uniform G, detuning",linear,13,0,0.513678966565251
2,2,"J=.65, uniform G, detuning",linear,14,0,0.498602026134617
2,2,"J=.65, uniform G, detuning",linear,15,0,0.499290607857436
2,2,"J=.65, uniform G, detuning",linear,16,0,0.457819995270697
2,2,"J=.65, uniform G, detuning",linear,17,0,0.478101059410796
2,2,"J=.65, uniform G, detuning",linear,18,0,0.448419236904036
2,2,"J=.65, uniform G, detuning",linear,19,0,0.431978942420219
2,2,"J=.65, uniform G, detuning",linear,20,0,0.476081589242979
2,2,"J=.65, uniform G, detuning",quadratic,1,1,0.000644216830796518
2,2,"J=.65, uniform G, detuning",quadratic,2,2,0.000644385976175554
2,2,"J=.65, uniform G, detuning",quadratic,3,3,0
2,2,"J=.65, uniform G, detuning",quadratic,4,4,0
2,2,"J=.65, uniform G, detuning",quadratic,5,5,0
2,2,"J=.65, uniform G, detuning",quadratic,6,6,0
2,2,"J=.65, uniform G, detuning",quadratic,7,7,0
2,2,"J=.65, uniform G, detuning",quadratic,8,8,0
2,2,"J=.65, uniform G, detuning",quadratic,9,9,0
2,2,"J=.65, uniform G, detuning",quadratic,10,10,0
2,2,"J=.65, uniform G, detuning",cross_product,1,2,0
2,2,"J=.65, uniform G, detuning",cross_product,1,3,0.00111174215150656
2,2,"J=.65, uniform G, detuning",cross_product,1,4,0.00445186248678642
2,2,"J=.65, uniform G, detuning",cross_product,1,5,0
2,2,"J=.65, uniform G, detuning",cross_product,1,6,0
2,2,"J=.65, uniform G, detuning",cross_product,1,7,0.00544241235982112
2,2,"J=.65, uniform G, detuning",cross_product,1,8,0
2,2,"J=.65, uniform G, detuning",cross_product,1,9,0.00136269258823529
2,2,"J=.65, uniform G, detuning",cross_product,1,10,0.000459582577865492
2,2,"J=.65, uniform G, detuning",cross_product,2,3,0
2,2,"J=.65, uniform G, detuning",cross_product,2,4,0.00114190310518836
2,2,"J=.65, uniform G, detuning",cross_product,2,5,0.00443474483531514
2,2,"J=.65, uniform G, detuning",cross_product,2,6,0
2,2,"J=.65, uniform G, detuning",cross_product,2,7,0.000162347526386886
2,2,"J=.65, uniform G, detuning",cross_product,2,8,0.00512265114703914
2,2,"J=.65, uniform G, detuning",cross_product,2,9,0
2,2,"J=.65, uniform G, detuning",cross_product,2,10,0.000821086076236766
2,2,"J=.65, uniform G, detuning",cross_product,3,4,0
2,2,"J=.65, uniform G, detuning",cross_product,3,5,0.00145954193345221
2,2,"J=.65, uniform G, detuning",cross_product,3,6,0.00315248927261791
2,2,"J=.65, uniform G, detuning",cross_product,3,7,0.00114950085992471
2,2,"J=.65, uniform G, detuning",cross_product,3,8,0
2,2,"J=.65, uniform G, detuning",cross_product,3,9,0.003973947620456
2,2,"J=.65, uniform G, detuning",cross_product,3,10,0
2,2,"J=.65, uniform G, detuning",cross_product,4,5,0
2,2,"J=.65, uniform G, detuning",cross_product,4,6,0.00198450089570867
2,2,"J=.65, uniform G, detuning",cross_product,4,7,0.00200889814021943
2,2,"J=.65, uniform G, detuning",cross_product,4,8,0.00118357325793494
2,2,"J=.65, uniform G, detuning",cross_product,4,9,0
2,2,"J=.65, uniform G, detuning",cross_product,4,10,0.003904837164726
2,2,"J=.65, uniform G, detuning",cross_product,5,6,0
2,2,"J=.65, uniform G, detuning",cross_product,5,7,0.00166660770739901
2,2,"J=.65, uniform G, detuning",cross_product,5,8,0.00231478950777431
2,2,"J=.65, uniform G, detuning",cross_product,5,9,0.000367879518448855
2,2,"J=.65, uniform G, detuning",cross_product,5,10,0
2,2,"J=.65, uniform G, detuning",cross_product,6,7,0
2,2,"J=.65, uniform G, detuning",cross_product,6,8,0.00168591876811719
2,2,"J=.65, uniform G, detuning",cross_product,6,9,0.00237007405348788
2,2,"J=.65, uniform G, detuning",cross_product,6,10,0
2,2,"J=.65, uniform G, detuning",cross_product,7,8,0
2,2,"J=.65, uniform G, detuning",cross_product,7,9,0.000556694802317015
2,2,"J=.65, uniform G, detuning",cross_product,7,10,0.00141809798123516
2,2,"J=.65, uniform G, detuning",cross_product,8,9,0
2,2,"J=.65, uniform G, detuning",cross_product,8,10,0
2,2,"J=.65, uniform G, detuning",cross_product,9,10,0
3,2,"J=.65, uniform G, detuning",linear,1,0,0.841280170846455
3,2,"J=.65, uniform G, detuning",linear,2,0,0.622890911703206
3,2,"J=.65, uniform G, detuning",linear,3,0,0.57727308396398
3,2,"J=.65, uniform G, detuning",linear,4,0,0.57898101534339
3,2,"J=.65, uniform G, detuning",linear,5,0,0.553077033743745
3,2,"J=.65, uniform G, detuning",linear,6,0,0.554258134769557
3,2,"J=.65, uniform G, detuning",linear,7,0,0.548495501976274
3,2,"J=.65, uniform G, detuning",linear,8,0,0.543021112345095
3,2,"J=.65, uniform G, detuning",linear,9,0,0.538823182135465
3,2,"J=.65, uniform G, detuning",linear,10,0,0.52212603312674
3,2,"J=.65, uniform G, detuning",linear,11,0,0.518541653656285
3,2,"J=.65, uniform G, detuning",linear,12,0,0.500192224299529
3,2,"J=.65, uniform G, detuning",linear,13,0,0.506789355981488
3,2,"J=.65, uniform G, detuning",linear,14,0,0.477180242392212
3,2,"J=.65, uniform G, detuning",linear,15,0,0.475657223174388
3,2,"J=.65, uniform G, detuning",linear,16,0,0.456052358016772
3,2,"J=.65, uniform G, detuning",linear,17,0,0.432777332375869
3,2,"J=.65, uniform G, detuning",linear,18,0,0.422016182917441
3,2,"J=.65, uniform G, detuning",linear,19,0,0.424147360914349
3,2,"J=.65, uniform G, detuning",linear,20,0,0.42677608172668
3,2,"J=.65, uniform G, detuning",quadratic,1,1,0.00109963115473655
3,2,"J=.65, uniform G, detuning",quadratic,2,2,0.00125467836459991
3,2,"J=.65, uniform G, detuning",quadratic,3,3,0.0014740932254812
3,2,"J=.65, uniform G, detuning",quadratic,4,4,0.0012554049009329
3,2,"J=.65, uniform G, detuning",quadratic,5,5,0.000793773282285026
3,2,"J=.65, uniform G, detuning",quadratic,6,6,0
3,2,"J=.65, uniform G, detuning",quadratic,7,7,3.47886276421683e-05
3,2,"J=.65, uniform G, detuning",quadratic,8,8,0.000273520856985177
3,2,"J=.65, uniform G, detuning",quadratic,9,9,0.000558694689209105
3,2,"J=.65, uniform G, detuning",quadratic,10,10,0.00071489439393424
3,2,"J=.65, uniform G, detuning",cross_product,1,2,0.00976612493322015
3,2,"J=.65, uniform G, detuning",cross_product,1,3,0.00855061950057712
3,2,"J=.65, uniform G, detuning",cross_product,1,4,0.00443320742946307
3,2,"J=.65, uniform G, detuning",cross_product,1,5,0.0052653976750674
3,2,"J=.65, uniform G, detuning",cross_product,1,6,0.0133482903698046
3,2,"J=.65, uniform G, detuning",cross_product,1,7,0.00511899616945721
3,2,"J=.65, uniform G, detuning",cross_product,1,8,0
3,2,"J=.65, uniform G, detuning",cross_product,1,9,0.0063356414651613
3,2,"J=.65, uniform G, detuning",cross_product,1,10,0.0057868691356725
3,2,"J=.65, uniform G, detuning",cross_product,2,3,0.0093139207298939
3,2,"J=.65, uniform G, detuning",cross_product,2,4,0.00969808415350981
3,2,"J=.65, uniform G, detuning",cross_product,2,5,0.00526490626360188
3,2,"J=.65, uniform G, detuning",cross_product,2,6,0.00566439656648854
3,2,"J=.65, uniform G, detuning",cross_product,2,7,0.0111763603942288
3,2,"J=.65, uniform G, detuning",cross_product,2,8,0.0046314553701382
3,2,"J=.65, uniform G, detuning",cross_product,2,9,0
3,2,"J=.65, uniform G, detuning",cross_product,2,10,0.00513022731733337
3,2,"J=.65, uniform G, detuning",cross_product,3,4,0.00722586499475675
3,2,"J=.65, uniform G, detuning",cross_product,3,5,0.00848630800307004
3,2,"J=.65, uniform G, detuning",cross_product,3,6,0.00340795610696087
3,2,"J=.65, uniform G, detuning",cross_product,3,7,0.00519789534135884
3,2,"J=.65, uniform G, detuning",cross_product,3,8,0.0100917003703292
3,2,"J=.65, uniform G, detuning",cross_product,3,9,0.00373285736795437
3,2,"J=.65, uniform G, detuning",cross_product,3,10,0
3,2,"J=.65, uniform G, detuning",cross_product,4,5,0.00881650897972963
3,2,"J=.65, uniform G, detuning",cross_product,4,6,0.00831726013760004
3,2,"J=.65, uniform G, detuning",cross_product,4,7,0.00440823219414055
3,2,"J=.65, uniform G, detuning",cross_product,4,8,0.00378599757588949
3,2,"J=.65, uniform G, detuning",cross_product,4,9,0.00920819952781837
3,2,"J=.65, uniform G, detuning",cross_product,4,10,0.00358705518796132
3,2,"J=.65, uniform G, detuning",cross_product,5,6,0.0089995650229413
3,2,"J=.65, uniform G, detuning",cross_product,5,7,0.00416277067552884
3,2,"J=.65, uniform G, detuning",cross_product,5,8,0.00331601635426559
3,2,"J=.65, uniform G, detuning",cross_product,5,9,0.00351939591154415
3,2,"J=.65, uniform G, detuning",cross_product,5,10,0.00828097283904017
3,2,"J=.65, uniform G, detuning",cross_product,6,7,0.00663758581488061
3,2,"J=.65, uniform G, detuning",cross_product,6,8,0.00249889694216932
3,2,"J=.65, uniform G, detuning",cross_product,6,9,0.00319655729689028
3,2,"J=.65, uniform G, detuning",cross_product,6,10,0.00359401950783356
3,2,"J=.65, uniform G, detuning",cross_product,7,8,0.00535228086429551
3,2,"J=.65, uniform G, detuning",cross_product,7,9,0.00104316482872624
3,2,"J=.65, uniform G, detuning",cross_product,7,10,0.00225217805097566
3,2,"J=.65, uniform G, detuning",cross_product,8,9,0.00419686910697281
3,2,"J=.65, uniform G, detuning",cross_product,8,10,0.000269714060692317
3,2,"J=.65, uniform G, detuning",cross_product,9,10,0.0050407741152253
4,2,"J=.65, uniform G, detuning",linear,1,0,0.844804818525796
4,2,"J=.65, uniform G, detuning",linear,2,0,0.59006093204546
4,2,"J=.65, uniform G, detuning",linear,3,0,0.566026160156193
4,2,"J=.65, uniform G, detuning",linear,4,0,0.559887012080895
4,2,"J=.65, uniform G, detuning",linear,5,0,0.545498010235479
4,2,"J=.65, uniform G, detuning",linear,6,0,0.548763289692486
4,2,"J=.65, uniform G, detuning",linear,7,0,0.542695161350967
4,2,"J=.65, uniform G, detuning",linear,8,0,0.542517716111581
4,2,"J=.65, uniform G, detuning",linear,9,0,0.542802573148219
4,2,"J=.65, uniform G, detuning",linear,10,0,0.526130093318036
4,2,"J=.65, uniform G, detuning",linear,11,0,0.530763833087934
4,2,"J=.65, uniform G, detuning",linear,12,0,0.531996787983889
4,2,"J=.65, uniform G, detuning",linear,13,0,0.522290871082702
4,2,"J=.65, uniform G, detuning",linear,14,0,0.531795488420717
4,2,"J=.65, uniform G, detuning",linear,15,0,0.514940343001765
4,2,"J=.65, uniform G, detuning",linear,16,0,0.483834217483526
4,2,"J=.65, uniform G, detuning",linear,17,0,0.477467285937088
4,2,"J=.65, uniform G, detuning",linear,18,0,0.435637132585551
4,2,"J=.65, uniform G, detuning",linear,19,0,0.441470962271419
4,2,"J=.65, uniform G, detuning",linear,20,0,0.41132368974449
4,2,"J=.65, uniform G, detuning",quadratic,1,1,0.00100352211194854
4,2,"J=.65, uniform G, detuning",quadratic,2,2,0.000385318367545295
4,2,"J=.65, uniform G, detuning",quadratic,3,3,0
4,2,"J=.65, uniform G, detuning",quadratic,4,4,0
4,2,"J=.65, uniform G, detuning",quadratic,5,5,0.000117338612730999
4,2,"J=.65, uniform G, detuning",quadratic,6,6,0
4,2,"J=.65, uniform G, detuning",quadratic,7,7,0
4,2,"J=.65, uniform G, detuning",quadratic,8,8,0
4,2,"J=.65, uniform G, detuning",quadratic,9,9,0
4,2,"J=.65, uniform G, detuning",quadratic,10,10,0
4,2,"J=.65, uniform G, detuning",cross_product,1,2,0.00464267696538134
4,2,"J=.65, uniform G, detuning",cross_product,1,3,0.00134145102592165
4,2,"J=.65, uniform G, detuning",cross_product,1,4,0.0063941307738562
4,2,"J=.65, uniform G, detuning",cross_product,1,5,0.00194399194592043
4,2,"J=.65, uniform G, detuning",cross_product,1,6,0.00321867525983022
4,2,"J=.65, uniform G, detuning",cross_product,1,7,0
4,2,"J=.65, uniform G, detuning",cross_product,1,8,0
4,2,"J=.65, uniform G, detuning",cross_product,1,9,0.00577470442801087
4,2,"J=.65, uniform G, detuning",cross_product,1,10,0.00117662428459531
4,2,"J=.65, uniform G, detuning",cross_product,2,3,2.3526352255554e-05
4,2,"J=.65, uniform G, detuning",cross_product,2,4,0.00183960519138704
4,2,"J=.65, uniform G, detuning",cross_product,2,5,0.00680524646934744
4,2,"J=.65, uniform G, detuning",cross_product,2,6,0.00086422998150959
4,2,"J=.65, uniform G, detuning",cross_product,2,7,0.000686184570605319
4,2,"J=.65, uniform G, detuning",cross_product,2,8,0
4,2,"J=.65, uniform G, detuning",cross_product,2,9,0
4,2,"J=.65, uniform G, detuning",cross_product,2,10,0.00490700844387137
4,2,"J=.65, uniform G, detuning",cross_product,3,4,0.00013792045604677
4,2,"J=.65, uniform G, detuning",cross_product,3,5,0.000174663382089379
4,2,"J=.65, uniform G, detuning",cross_product,3,6,0.00400973191129173
4,2,"J=.65, uniform G, detuning",cross_product,3,7,8.13386246445447e-06
4,2,"J=.65, uniform G, detuning",cross_product,3,8,0.00215186588509064
4,2,"J=.65, uniform G, detuning",cross_product,3,9,0
4,2,"J=.65, uniform G, detuning",cross_product,3,10,0
4,2,"J=.65, uniform G, detuning",cross_product,4,5,0.00306876548035095
4,2,"J=.65, uniform G, detuning",cross_product,4,6,0
4,2,"J=.65, uniform G, detuning",cross_product,4,7,0.00319042800502889
4,2,"J=.65, uniform G, detuning",cross_product,4,8,0
4,2,"J=.65, uniform G, detuning",cross_product,4,9,0.00218249290913686
4,2,"J=.65, uniform G, detuning",cross_product,4,10,0
4,2,"J=.65, uniform G, detuning",cross_product,5,6,9.87368242596487e-05
4,2,"J=.65, uniform G, detuning",cross_product,5,7,0
4,2,"J=.65, uniform G, detuning",cross_product,5,8,0.00346919729381101
4,2,"J=.65, uniform G, detuning",cross_product,5,9,0.000994143566715344
4,2,"J=.65, uniform G, detuning",cross_product,5,10,0.00102489033734643
4,2,"J=.65, uniform G, detuning",cross_product,6,7,0
4,2,"J=.65, uniform G, detuning",cross_product,6,8,0
4,2,"J=.65, uniform G, detuning",cross_product,6,9,0.00378317147760343
4,2,"J=.65, uniform G, detuning",cross_product,6,10,0
4,2,"J=.65, uniform G, detuning",cross_product,7,8,0
4,2,"J=.65, uniform G, detuning",cross_product,7,9,0
4,2,"J=.65, uniform G, detuning",cross_product,7,10,0.00311227420502269
4,2,"J=.65, uniform G, detuning",cross_product,8,9,0
4,2,"J=.65, uniform G, detuning",cross_product,8,10,0
4,2,"J=.65, uniform G, detuning",cross_product,9,10,0.00195965269792719
5,2,"J=.65, uniform G, detuning",linear,1,0,0.88377301428195
5,2,"J=.65, uniform G, detuning",linear,2,0,0.628221472143291
5,2,"J=.65, uniform G, detuning",linear,3,0,0.584408164719966
5,2,"J=.65, uniform G, detuning",linear,4,0,0.581956345637455
5,2,"J=.65, uniform G, detuning",linear,5,0,0.571244836969619
5,2,"J=.65, uniform G, detuning",linear,6,0,0.567701560508707
5,2,"J=.65, uniform G, detuning",linear,7,0,0.571262457976225
5,2,"J=.65, uniform G, detuning",linear,8,0,0.554237031454705
5,2,"J=.65, uniform G, detuning",linear,9,0,0.553253334070668
5,2,"J=.65, uniform G, detuning",linear,10,0,0.531318056450421
5,2,"J=.65, uniform G, detuning",linear,11,0,0.53266802636237
5,2,"J=.65, uniform G, detuning",linear,12,0,0.516707489471093
5,2,"J=.65, uniform G, detuning",linear,13,0,0.523392409470971
5,2,"J=.65, uniform G, detuning",linear,14,0,0.506676182753725
5,2,"J=.65, uniform G, detuning",linear,15,0,0.514643446665596
5,2,"J=.65, uniform G, detuning",linear,16,0,0.470986277980516
5,2,"J=.65, uniform G, detuning",linear,17,0,0.479984985199326
5,2,"J=.65, uniform G, detuning",linear,18,0,0.448715991218385
5,2,"J=.65, uniform G, detuning",linear,19,0,0.437978293635093
5,2,"J=.65, uniform G, detuning",linear,20,0,0.44750949333215
5,2,"J=.65, uniform G, detuning",quadratic,1,1,0
5,2,"J=.65, uniform G, detuning",quadratic,2,2,0
5,2,"J=.65, uniform G, detuning",quadratic,3,3,0
5,2,"J=.65, uniform G, detuning",quadratic,4,4,0
5,2,"J=.65, uniform G, detuning",quadratic,5,5,0
5,2,"J=.65, uniform G, detuning",quadratic,6,6,0
5,2,"J=.65, uniform G, detuning",quadratic,7,7,0
5,2,"J=.65, uniform G, detuning",quadratic,8,8,0
5,2,"J=.65, uniform G, detuning",quadratic,9,9,0
5,2,"J=.65, uniform G, detuning",quadratic,10,10,0
5,2,"J=.65, uniform G, detuning",cross_product,1,2,0
5,2,"J=.65, uniform G, detuning",cross_product,1,3,0
5,2,"J=.65, uniform G, detuning",cross_product,1,4,0.00140774649777442
5,2,"J=.65, uniform G, detuning",cross_product,1,5,0
5,2,"J=.65, uniform G, detuning",cross_product,1,6,0
5,2,"J=.65, uniform G, detuning",cross_product,1,7,0
5,2,"J=.65, uniform G, detuning",cross_product,1,8,5.85335164471346e-05
5,2,"J=.65, uniform G, detuning",cross_product,1,9,0
5,2,"J=.65, uniform G, detuning",cross_product,1,10,0
5,2,"J=.65, uniform G, detuning",cross_product,2,3,0
5,2,"J=.65, uniform G, detuning",cross_product,2,4,0
5,2,"J=.65, uniform G, detuning",cross_product,2,5,0.000953085180959157
5,2,"J=.65, uniform G, detuning",cross_product,2,6,0
5,2,"J=.65, uniform G, detuning",cross_product,2,7,0
5,2,"J=.65, uniform G, detuning",cross_product,2,8,0
5,2,"J=.65, uniform G, detuning",cross_product,2,9,0.00031673568734325
5,2,"J=.65, uniform G, detuning",cross_product,2,10,0
5,2,"J=.65, uniform G, detuning",cross_product,3,4,0
5,2,"J=.65, uniform G, detuning",cross_product,3,5,0
5,2,"J=.65, uniform G, detuning",cross_product,3,6,0.00209152628209808
5,2,"J=.65, uniform G, detuning",cross_product,3,7,0
5,2,"J=.65, uniform G, detuning",cross_product,3,8,0
5,2,"J=.65, uniform G, detuning",cross_product,3,9,0
5,2,"J=.65, uniform G, detuning",cross_product,3,10,1.24404676484779e-05
5,2,"J=.65, uniform G, detuning",cross_product,4,5,0
5,2,"J=.65, uniform G, detuning",cross_product,4,6,0
5,2,"J=.65, uniform G, detuning",cross_product,4,7,0.00176425791878243
5,2,"J=.65, uniform G, detuning",cross_product,4,8,0
5,2,"J=.65, uniform G, detuning",cross_product,4,9,0
5,2,"J=.65, uniform G, detuning",cross_product,4,10,0
5,2,"J=.65, uniform G, detuning",cross_product,5,6,0
5,2,"J=.65, uniform G, detuning",cross_product,5,7,0
5,2,"J=.65, uniform G, detuning",cross_product,5,8,0.000531562135043795
5,2,"J=.65, uniform G, detuning",cross_product,5,9,0
5,2,"J=.65, uniform G, detuning",cross_product,5,10,0
5,2,"J=.65, uniform G, detuning",cross_product,6,7,0
5,2,"J=.65, uniform G, detuning",cross_product,6,8,0
5,2,"J=.65, uniform G, detuning",cross_product,6,9,0
5,2,"J=.65, uniform G, detuning",cross_product,6,10,0
5,2,"J=.65, uniform G, detuning",cross_product,7,8,0
5,2,"J=.65, uniform G, detuning",cross_product,7,9,0
5,2,"J=.65, uniform G, detuning",cross_product,7,10,0.000539057149787081
5,2,"J=.65, uniform G, detuning",cross_product,8,9,0
5,2,"J=.65, uniform G, detuning",cross_product,8,10,0
5,2,"J=.65, uniform G, detuning",cross_product,9,10,0
6,2,"J=.65, uniform G, detuning",linear,1,0,0.835558036658556
6,2,"J=.65, uniform G, detuning",linear,2,0,0.604398567885361
6,2,"J=.65, uniform G, detuning",linear,3,0,0.571346936415978
6,2,"J=.65, uniform G, detuning",linear,4,0,0.573072476300808
6,2,"J=.65, uniform G, detuning",linear,5,0,0.567019477905775
6,2,"J=.65, uniform G, detuning",linear,6,0,0.556096087366861
6,2,"J=.65, uniform G, detuning",linear,7,0,0.55953579892319
6,2,"J=.65, uniform G, detuning",linear,8,0,0.540629452063317
6,2,"J=.65, uniform G, detuning",linear,9,0,0.533304766510411
6,2,"J=.65, uniform G, detuning",linear,10,0,0.508526266277039
6,2,"J=.65, uniform G, detuning",linear,11,0,0.493957064495955
6,2,"J=.65, uniform G, detuning",linear,12,0,0.484964135290224
6,2,"J=.65, uniform G, detuning",linear,13,0,0.477300852541693
6,2,"J=.65, uniform G, detuning",linear,14,0,0.463242142910467
6,2,"J=.65, uniform G, detuning",linear,15,0,0.46181566745601
6,2,"J=.65, uniform G, detuning",linear,16,0,0.430836296041138
6,2,"J=.65, uniform G, detuning",linear,17,0,0.425405752632673
6,2,"J=.65, uniform G, detuning",linear,18,0,0.419942924773673
6,2,"J=.65, uniform G, detuning",linear,19,0,0.400946309904444
6,2,"J=.65, uniform G, detuning",linear,20,0,0.40485011196777
6,2,"J=.65, uniform G, detuning",quadratic,1,1,0
6,2,"J=.65, uniform G, detuning",quadratic,2,2,0
6,2,"J=.65, uniform G, detuning",quadratic,3,3,0
6,2,"J=.65, uniform G, detuning",quadratic,4,4,0
6,2,"J=.65, uniform G, detuning",quadratic,5,5,0
6,2,"J=.65, uniform G, detuning",quadratic,6,6,0
6,2,"J=.65, uniform G, detuning",quadratic,7,7,0
6,2,"J=.65, uniform G, detuning",quadratic,8,8,0
6,2,"J=.65, uniform G, detuning",quadratic,9,9,0
6,2,"J=.65, uniform G, detuning",quadratic,10,10,0
6,2,"J=.65, uniform G, detuning",cross_product,1,2,0.00871813428399459
6,2,"J=.65, uniform G, detuning",cross_product,1,3,0.00910794358742806
6,2,"J=.65, uniform G, detuning",cross_product,1,4,0.0136005396679231
6,2,"J=.65, uniform G, detuning",cross_product,1,5,0.0148230614452299
6,2,"J=.65, uniform G, detuning",cross_product,1,6,0.00582044080690292
6,2,"J=.65, uniform G, detuning",cross_product,1,7,0.00148584759017345
6,2,"J=.65, uniform G, detuning",cross_product,1,8,0.00216440502243376
6,2,"J=.65, uniform G, detuning",cross_product,1,9,0.00122363716076324
6,2,"J=.65, uniform G, detuning",cross_product,1,10,0.0022818931749119
6,2,"J=.65, uniform G, detuning",cross_product,2,3,0.00733018528637197
6,2,"J=.65, uniform G, detuning",cross_product,2,4,0.00843938594959293
6,2,"J=.65, uniform G, detuning",cross_product,2,5,0.0118043804680901
