trajectoryId,selectionIndex,seedOffset,datasetSeed,K,J,inputGainScale,stepsPerSample,virtualSamples,nDelayBlocks,nPC,readoutCoefficients,validationNRMSE,ridgeLambda
106,9,109,110114,-0.02,0.65,1,55,10,13,26,339,0.325376724789728,1
107,9,109,110114,-0.02,0.65,1.25,35,6,11,31,342,0.353337806785918,1
107,9,109,110114,-0.02,0.65,1.25,35,6,13,26,339,0.352966035767872,1
107,9,109,110114,-0.02,0.65,1.25,35,10,11,31,342,0.352647326216726,1
107,9,109,110114,-0.02,0.65,1.25,35,10,13,26,339,0.352607475794741,1
108,9,109,110114,-0.02,0.65,1.25,55,6,11,31,342,0.317845690823889,1
108,9,109,110114,-0.02,0.65,1.25,55,6,13,26,339,0.317403333288345,1
108,9,109,110114,-0.02,0.65,1.25,55,10,11,31,342,0.318974834299631,1
108,9,109,110114,-0.02,0.65,1.25,55,10,13,26,339,0.318871795573837,1
109,10,110,111122,0,0.65,0.75,35,6,11,31,342,0.31761578605465,1
109,10,110,111122,0,0.65,0.75,35,6,13,26,339,0.30752717704996,1
109,10,110,111122,0,0.65,0.75,35,10,11,31,342,0.317522810500732,1
109,10,110,111122,0,0.65,0.75,35,10,13,26,339,0.307580196540766,1
110,10,110,111122,0,0.65,0.75,55,6,11,31,342,0.282400672921235,1
110,10,110,111122,0,0.65,0.75,55,6,13,26,339,0.281480871588143,1
110,10,110,111122,0,0.65,0.75,55,10,11,31,342,0.282285322947864,1
110,10,110,111122,0,0.65,0.75,55,10,13,26,339,0.281273359180954,1
111,10,110,111122,0,0.65,1,35,6,11,31,342,0.317707428733483,1
111,10,110,111122,0,0.65,1,35,6,13,26,339,0.307545457957538,1
111,10,110,111122,0,0.65,1,35,10,11,31,342,0.317521200603722,1
111,10,110,111122,0,0.65,1,35,10,13,26,339,0.307507598343716,1
112,10,110,111122,0,0.65,1,55,6,11,31,342,0.283275873224005,1
112,10,110,111122,0,0.65,1,55,6,13,26,339,0.277157179003983,1
112,10,110,111122,0,0.65,1,55,10,11,31,342,0.283116921234955,1
112,10,110,111122,0,0.65,1,55,10,13,26,339,0.277061780470239,1
113,10,110,111122,0,0.65,1.25,35,6,11,31,342,0.319529286558279,1
113,10,110,111122,0,0.65,1.25,35,6,13,26,339,0.306549973653237,1
113,10,110,111122,0,0.65,1.25,35,10,11,31,342,0.319300935572342,1
113,10,110,111122,0,0.65,1.25,35,10,13,26,339,0.306522168923995,1
114,10,110,111122,0,0.65,1.25,55,6,11,31,342,0.283802346374899,1
114,10,110,111122,0,0.65,1.25,55,6,13,26,339,0.276097161751261,1
114,10,110,111122,0,0.65,1.25,55,10,11,31,342,0.283800018432013,1
114,10,110,111122,0,0.65,1.25,55,10,13,26,339,0.276061910942223,1
115,10,110,111122,-0.02,0.65,0.75,35,6,11,31,342,0.314388681365837,1
115,10,110,111122,-0.02,0.65,0.75,35,6,13,26,339,0.307554721412417,1
115,10,110,111122,-0.02,0.65,0.75,35,10,11,31,342,0.314377025915604,1
115,10,110,111122,-0.02,0.65,0.75,35,10,13,26,339,0.307611821330067,1
116,10,110,111122,-0.02,0.65,0.75,55,6,11,31,342,0.285925915851325,1
116,10,110,111122,-0.02,0.65,0.75,55,6,13,26,339,0.284554992255938,1
116,10,110,111122,-0.02,0.65,0.75,55,10,11,31,342,0.285827420670397,1
116,10,110,111122,-0.02,0.65,0.75,55,10,13,26,339,0.284525255479873,1
117,10,110,111122,-0.02,0.65,1,35,6,11,31,342,0.316540655334188,1
117,10,110,111122,-0.02,0.65,1,35,6,13,26,339,0.307027852912957,1
117,10,110,111122,-0.02,0.65,1,35,10,11,31,342,0.316501904940625,1
117,10,110,111122,-0.02,0.65,1,35,10,13,26,339,0.307052648768384,1
118,10,110,111122,-0.02,0.65,1,55,6,11,31,342,0.285177661781517,1
118,10,110,111122,-0.02,0.65,1,55,6,13,26,339,0.280882488944339,1
118,10,110,111122,-0.02,0.65,1,55,10,11,31,342,0.285118575594581,1
118,10,110,111122,-0.02,0.65,1,55,10,13,26,339,0.28084858920391,1
119,10,110,111122,-0.02,0.65,1.25,35,6,11,31,342,0.318032143055566,1
119,10,110,111122,-0.02,0.65,1.25,35,6,13,26,339,0.306275684903395,1
119,10,110,111122,-0.02,0.65,1.25,35,10,11,31,342,0.31797766473505,1
119,10,110,111122,-0.02,0.65,1.25,35,10,13,26,339,0.306294468873645,1
120,10,110,111122,-0.02,0.65,1.25,55,6,11,31,342,0.285978471671892,1
120,10,110,111122,-0.02,0.65,1.25,55,6,13,26,339,0.279908228112932,1
120,10,110,111122,-0.02,0.65,1.25,55,10,11,31,342,0.285936118160264,1
120,10,110,111122,-0.02,0.65,1.25,55,10,13,26,339,0.279822567117385,1
