caseLabel,featureMode,variant,K,J,nPC,tapDelays,readoutCoefficients,valNRMSE,testNRMSE,R2true,lambdaBest,lockedIndex
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.375783620392486,0.386265535946288,0.850798935740127,0.000464158883361278,6
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.339161061202229,0.362604547120983,0.868517942407187,0.001,6
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.285877112191897,0.309817875447094,0.904012884053449,1e-06,6
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.273994584466594,0.297899734223076,0.911255748349821,0.0001,6
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.26233524176346,0.287952042293631,0.917083621338927,0.0001,6
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.259747791607127,0.281591962969051,0.920705966391236,2.15443469003188,6
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.263418568887125,0.279653874512262,0.92179371047028,21.5443469003188,6
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.385500711801539,0.394473301427786,0.844390814460663,1e-06,6
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.365973345563606,0.379102224813521,0.856281503141439,0.01,6
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.338480848622514,0.362406211193754,0.868661738088188,0.00215443469003188,6
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.318588982841404,0.343317655010416,0.882132987758149,0.001,6
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.282917824767638,0.303137835993341,0.908107452389274,0.000215443469003188,6
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.261468750553081,0.271568432507178,0.926250586465594,2.15443469003189e-06,6
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.259819834466707,0.274060413255073,0.924890889886459,100,6
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.392605790537286,0.367464805688462,0.864969616580341,0.000464158883361278,7
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.371799014483797,0.342250683537688,0.882864469617985,0.000464158883361278,7
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.326948593430845,0.303276755047428,0.908023209847902,0.00464158883361278,7
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.322241561880624,0.299791936924607,0.910124794554993,0.01,7
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.319376199858194,0.296894409716017,0.911853709479377,0.0464158883361278,7
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.317301654393062,0.296595787605923,0.912030938774422,21.5443469003188,7
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.316962628014434,0.300477002743228,0.909713570822446,1000,7
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.393230197448405,0.36771022517102,0.864789190304678,1e-06,7
K+0_J0,number_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.35161986013796,0.329675649884428,0.89131396587328,4.64158883361278e-05,7
K+0_J0,number_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.329855424097334,0.309791656095499,0.904029129813608,0.0001,7
K+0_J0,number_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.325352634632697,0.305731494720829,0.906528253135768,0.000464158883361278,7
K+0_J0,number_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.321029419353469,0.300044493318924,0.90997330202899,0.0001,7
K+0_J0,number_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.319860528877222,0.297427007109023,0.911537175442169,4.64158883361278,7
K+0_J0,number_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.319507495070901,0.297451554664852,0.911522572627463,464.158883361278,7
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.376336224711346,0.355030139169703,0.873953600281141,0.000464158883361278,7
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.358552408144073,0.330531443026182,0.89074896517103,0.001,7
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.299221937745483,0.279016729103061,0.922149664880629,1e-06,7
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.281772134879006,0.262598239634082,0.931042164541081,0.0001,7
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.270886332633195,0.254070670793912,0.935448094242332,0.0001,7
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.265616888728177,0.247832933859329,0.938578836894677,2.15443469003188,7
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.265916291464739,0.25187154138839,0.936560726638636,21.5443469003188,7
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.409784590392004,0.395166115753803,0.843843740960052,1e-06,7
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.372887165054241,0.349461936292674,0.877876355082575,0.01,7
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.338196883827765,0.316843459400967,0.899610222234828,0.00215443469003188,7
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.315203585738325,0.29995656369077,0.910026059898825,0.001,7
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.288815000041932,0.274831031578504,0.924467904081495,0.000215443469003188,7
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.263345054948956,0.250057021064925,0.937471486216135,2.15443469003189e-06,7
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.261214573343643,0.246952574094072,0.939014426148312,100,7
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.37481499567664,0.358784494191826,0.871273686727515,0.000464158883361278,8
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.353590258331952,0.328438053950078,0.892128444717486,0.000464158883361278,8
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.304030510796634,0.285787192150438,0.918325680802769,0.00464158883361278,8
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.300334175410116,0.28121893618305,0.920915909932074,0.01,8
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.295007368954064,0.282312682503249,0.92029954929782,0.0464158883361278,8
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.293496176074942,0.279635171652042,0.921804170775133,21.5443469003188,8
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.297920151761961,0.285564345184429,0.918453004759388,1000,8
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.371071245497439,0.355594443145266,0.873552592004208,1e-06,8
K+0_J0,number_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.318042350332668,0.309007186739344,0.904514558543436,4.64158883361278e-05,8
K+0_J0,number_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.301179340243458,0.296941242040029,0.911825898775725,0.0001,8
K+0_J0,number_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.294862252971837,0.29365330357012,0.913767737302355,0.000464158883361278,8
K+0_J0,number_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.29344050605635,0.289828000534362,0.915999730106254,0.0001,8
K+0_J0,number_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.292360271896184,0.285328167153891,0.918587837028601,4.64158883361278,8
K+0_J0,number_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.291983814024716,0.282936919995301,0.919946699303573,464.158883361278,8
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.397214895630154,0.374644887949653,0.859641207933192,0.000464158883361278,8
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.36699675006458,0.337141161890228,0.886335836959307,0.001,8
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.295677699560576,0.262524106020501,0.931081093758137,1e-06,8
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.271555113087668,0.245725937329087,0.939618763723741,0.0001,8
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.260004323544532,0.233980991006887,0.945252895847435,0.0001,8
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.252826645803989,0.22897640896342,0.947569804138217,2.15443469003188,8
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.251809843293952,0.233562280514281,0.945448661120968,21.5443469003188,8
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.402247601287795,0.391813407967951,0.84648225333654,1e-06,8
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.357237138767774,0.346691237506349,0.879805185836316,0.01,8
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.329075913668295,0.313344808612281,0.901815030915733,0.00215443469003188,8
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.314202488238908,0.289731386743335,0.916055723535784,0.001,8
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.287555880488097,0.265107924516332,0.929717788358643,0.000215443469003188,8
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.25081768304212,0.237412302743604,0.943635398505979,2.15443469003189e-06,8
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.250163676436736,0.234481254298468,0.945018541382617,100,8
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.383832276969798,0.390013464423113,0.847889497568681,0.000464158883361278,9
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.336121550754771,0.347551801858964,0.879207745024587,0.000464158883361278,9
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.318529870243964,0.323424697839504,0.895396464827426,0.00464158883361278,9
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.317907534784623,0.315303528046776,0.900583685201256,0.01,9
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.31649160475085,0.312317447918291,0.902457811725806,0.0464158883361278,9
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.315103792798589,0.311530896494712,0.902948500529201,21.5443469003188,9
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.316042660476497,0.314388966651088,0.901159577648061,1000,9
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.378283096315412,0.385741110006376,0.851203796051049,1e-06,9
K+0_J0,number_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.345509463347831,0.35893274930136,0.871167281478967,4.64158883361278e-05,9
K+0_J0,number_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.319435314691001,0.322265032685886,0.896145248707965,0.0001,9
K+0_J0,number_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.319416374557966,0.320888385890425,0.897030643800638,0.000464158883361278,9
K+0_J0,number_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.318311641074805,0.314497213269637,0.901091502845632,0.0001,9
K+0_J0,number_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.315424998152835,0.313201507984315,0.901904815396351,4.64158883361278,9
K+0_J0,number_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.31709370153153,0.315371918624698,0.900540552942977,464.158883361278,9
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.378933263995854,0.390907321889065,0.847191465693519,0.000464158883361278,9
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.353541314145162,0.362859377953516,0.868333071831187,0.001,9
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.301020234889793,0.303878075993514,0.90765811493048,1e-06,9
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.285300864875933,0.280617481830657,0.921253828891021,0.0001,9
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.27225374669329,0.263270415328533,0.930688688412742,0.0001,9
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.266569304829492,0.25728406885217,0.933804907914872,2.15443469003188,9
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.269221025825213,0.259528737847383,0.932644834231344,21.5443469003188,9
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.372376899811992,0.384187953600551,0.852399616308221,1e-06,9
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.359572006652154,0.365101174784797,0.866701132170761,0.01,9
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.337523855390072,0.338001229389209,0.885755168931383,0.00215443469003188,9
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.321874209210149,0.320835067778728,0.897064859283419,0.001,9
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.290143992961016,0.28868834689633,0.916659038366264,0.000215443469003188,9
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.269127120985289,0.258182059204686,0.933342024304828,2.15443469003189e-06,9
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.265195042477304,0.257688977437068,0.933596390907439,100,9
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.386016584066001,0.382747128524785,0.853504635606032,0.000464158883361278,10
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.366393914779076,0.357042284438227,0.872520807123132,0.000464158883361278,10
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.314121295650844,0.302830459462782,0.90829371282156,0.00464158883361278,10
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.312304495074409,0.303372215682996,0.90796529875159,0.01,10
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.311046932360746,0.299753975298487,0.910147554292754,0.0464158883361278,10
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.311456297454976,0.301756648150175,0.908942925297172,21.5443469003188,10
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.318816965774735,0.309838942828607,0.903999829506851,1000,10
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.376467410572081,0.381481273329067,0.854472038099234,1e-06,10
K+0_J0,number_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.343888617069375,0.340157438492457,0.88429291703825,4.64158883361278e-05,10
K+0_J0,number_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.316662328942899,0.316898968864764,0.89957504353245,0.0001,10
K+0_J0,number_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.314818642363262,0.312789482377373,0.902162739714095,0.000464158883361278,10
K+0_J0,number_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.314037531373098,0.306843510897448,0.905847059820128,0.0001,10
K+0_J0,number_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.316388521352883,0.307302972911336,0.905564882839855,4.64158883361278,10
K+0_J0,number_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.320244258907495,0.309994462429267,0.90390343326319,464.158883361278,10
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.375147960586144,0.377605533227104,0.857414061276274,0.000464158883361278,10
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.341979284269272,0.338576878296904,0.885365697482723,0.001,10
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.286187713340579,0.290602147744128,0.9155503917265,1e-06,10
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.268115351934787,0.269674787171889,0.927275509163796,0.0001,10
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.26568787870422,0.265110804602151,0.9297162612832,0.0001,10
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.261334150207089,0.259925752153671,0.932438603367348,2.15443469003188,10
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.267638874087272,0.261065953933838,0.931844567696615,21.5443469003188,10
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.417094591794484,0.412728105111092,0.829655511251408,1e-06,10
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.382020226125999,0.382946367932964,0.853352079286951,0.01,10
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.343807622940114,0.337755373403052,0.885921307737365,0.00215443469003188,10
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.323796755641283,0.32326491658747,0.895499793703696,0.001,10
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.303052936187328,0.303431470909552,0.907929342461666,0.000215443469003188,10
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.271413818810185,0.267218431136917,0.928594310060725,2.15443469003189e-06,10
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.265540136669964,0.26354338981279,0.930544881685984,100,10
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.379637894112519,0.376808781958814,0.858015141838715,0.000464158883361278,11
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.349831624990314,0.35507915426072,0.873918794209492,0.000464158883361278,11
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.311909819955895,0.324886389280248,0.894448834060443,0.00464158883361278,11
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.310315814329633,0.324703809199278,0.894567436291479,0.01,11
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.308388159358102,0.324713921268905,0.894560869334172,0.0464158883361278,11
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.306075917880499,0.320806563365356,0.89708314890171,21.5443469003188,11
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.310337625263171,0.325647039632378,0.893954005578669,1000,11
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.386896722674702,0.380022286920763,0.855583061443514,1e-06,11
K+0_J0,number_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.339873260128452,0.348741690739811,0.878379233139938,4.64158883361278e-05,11
K+0_J0,number_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.315724627617088,0.329374826605667,0.891512223598487,0.0001,11
K+0_J0,number_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.315023027544758,0.329086466116668,0.891702097818843,0.000464158883361278,11
K+0_J0,number_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.314271089726776,0.326814771982423,0.893192104814077,0.0001,11
K+0_J0,number_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.313392752366022,0.324960122415606,0.894400918839634,4.64158883361278,11
K+0_J0,number_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.310240092792889,0.323159982448109,0.895567625744138,464.158883361278,11
K+0_J0.65,linear_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.376466747066265,0.378988000167587,0.856368095728973,0.000464158883361278,11
K+0_J0.65,linear_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.354749446738709,0.347604061446611,0.879171416465821,0.001,11
K+0_J0.65,linear_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.286647716077291,0.301683246081915,0.908987219033479,1e-06,11
K+0_J0.65,linear_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.272265065709442,0.29148327613081,0.91503749973605,0.0001,11
K+0_J0.65,linear_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.259997758868067,0.280279228888935,0.921443553853424,0.0001,11
K+0_J0.65,linear_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.253357946417004,0.271546988894512,0.926262232822324,2.15443469003188,11
K+0_J0.65,linear_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.254726297537042,0.273869346433526,0.924995581084073,21.5443469003188,11
K+0_J0.65,number_features,Budget65,0,0.65,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.408810971376587,0.404224918845264,0.83660221498454,1e-06,11
K+0_J0.65,number_features,Budget129,0,0.65,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.381085629283873,0.377319277299107,0.857630162978479,0.01,11
K+0_J0.65,number_features,Budget257,0,0.65,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.362405253682113,0.362535606691143,0.868567933881085,0.00215443469003188,11
K+0_J0.65,number_features,Budget351,0,0.65,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.333002592466688,0.341956368346492,0.883065842147278,0.001,11
K+0_J0.65,number_features,Budget513,0,0.65,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.299542588609989,0.308583903762231,0.904775974338862,0.000215443469003188,11
K+0_J0.65,number_features,Budget1025,0,0.65,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.260158243448958,0.272252552126343,0.925878547860693,2.15443469003189e-06,11
K+0_J0.65,number_features,Budget2049,0,0.65,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.257681347005148,0.271534342324376,0.926269100938469,100,11
K+0_J0,linear_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.359649759939893,0.362218822590584,0.868797524561091,0.000464158883361278,12
K+0_J0,linear_features,Budget129,0,0,9,0;1;2;3;4;5;6;7;8;9;10;12;15,118,0.334826658716593,0.31797633573482,0.898891049912657,0.000464158883361278,12
K+0_J0,linear_features,Budget257,0,0,19,0;1;2;3;4;5;6;7;8;9;10;12;15,248,0.325183722802538,0.30066034516551,0.909603356844956,0.00464158883361278,12
K+0_J0,linear_features,Budget351,0,0,26,0;1;2;3;4;5;6;7;8;9;10;12;15,339,0.319747225613475,0.295358573068987,0.912763313314652,0.01,12
K+0_J0,linear_features,Budget513,0,0,39,0;1;2;3;4;5;6;7;8;9;10;12;15,508,0.316582289544855,0.294093841627133,0.913508812316995,0.0464158883361278,12
K+0_J0,linear_features,Budget1025,0,0,78,0;1;2;3;4;5;6;7;8;9;10;12;15,1015,0.316127027492072,0.292749139744799,0.91429794117868,21.5443469003188,12
K+0_J0,linear_features,Budget2049,0,0,157,0;1;2;3;4;5;6;7;8;9;10;12;15,2042,0.321834812941312,0.3012986417549,0.909219128476653,1000,12
K+0_J0,number_features,Budget65,0,0,4,0;1;2;3;4;5;6;7;8;9;10;12;15,53,0.366574541821614,0.353896935078138,0.8747569593423,1e-06,12
